MeanValueType;StartUtc;EndUtc;PM2_5;PM10;PN;NO;NO2;NO2_Microgram;NOx;BC;BC_FF;BC_WB;RH;WD;WS;Temp;PM2_5Index;PM10Index;NO2Index;CphIndex
"1H";"2021-04-25T22:00:00Z";"2021-04-25T23:00:00Z";"3.3";"6.8";"6970";"8";"6.4";"12.3";"14.5";"0";"0";"0";"61.8";"320";"2.3";"4.5";"A";"A";"A";"A"
"1H";"2021-04-25T23:00:00Z";"2021-04-26T00:00:00Z";"2.7";"5.6";"6778";"7.6";"6.1";"11.7";"13.7";"0";"0";"0";"61.9";"311";"1.8";"4.2";"A";"A";"A";"A"
"1H";"2021-04-26T00:00:00Z";"2021-04-26T01:00:00Z";"3";"5.3";"7680";"6.7";"6.3";"12";"13";"0";"0";"0";"61.8";"307";"2";"3.8";"A";"A";"A";"A"
"1H";"2021-04-26T01:00:00Z";"2021-04-26T02:00:00Z";"3";"5.5";"7054";"5.8";"6.8";"12.9";"12.5";"0";"0";"0";"65.6";"311";"1.8";"3.3";"A";"A";"A";"A"
"1H";"2021-04-26T02:00:00Z";"2021-04-26T03:00:00Z";"2.8";"5.1";"5455";"4.8";"5.8";"11.1";"10.6";"0";"0";"0";"67.9";"304";"1.5";"3.6";"A";"A";"A";"A"
"1H";"2021-04-26T03:00:00Z";"2021-04-26T04:00:00Z";"2.6";"5.4";"6004";"9.1";"11.4";"21.7";"20.5";"0";"0";"0";"73.9";"360";"0.9";"3.7";"A";"A";"A";"A"
"1H";"2021-04-26T04:00:00Z";"2021-04-26T05:00:00Z";"2.5";"4.3";"6073";"5.3";"8.9";"17";"14.2";"0";"0";"0";"74.1";"196";"0.6";"3.7";"A";"A";"A";"A"
"1H";"2021-04-26T05:00:00Z";"2021-04-26T06:00:00Z";"2.3";"3";"5197";"5.2";"9.4";"18";"14.6";"0";"0";"0";"81";"281";"2.3";"3.2";"A";"A";"A";"A"
"1H";"2021-04-26T06:00:00Z";"2021-04-26T07:00:00Z";"2";"4.7";"4845";"7.2";"7";"13.5";"14.2";"0";"0";"0";"68.6";"290";"3.3";"4.6";"A";"A";"A";"A"
"1H";"2021-04-26T07:00:00Z";"2021-04-26T08:00:00Z";"2.2";"7.2";"5919";"12.3";"8.4";"16";"20.7";"0";"0";"0";"61.8";"308";"4.8";"5.4";"A";"A";"A";"A"
"1H";"2021-04-26T08:00:00Z";"2021-04-26T09:00:00Z";"2.3";"9.2";"6231";"13.9";"7.9";"15.1";"21.8";"0";"0";"0";"51.2";"312";"2.2";"6.1";"A";"A";"A";"A"
"1H";"2021-04-26T09:00:00Z";"2021-04-26T10:00:00Z";"1.9";"3.4";"5630";"18.1";"11.5";"22.1";"29.6";"0";"0";"0";"68.4";"279";"2.5";"5.6";"A";"A";"A";"A"
"1H";"2021-04-26T10:00:00Z";"2021-04-26T11:00:00Z";"2.9";"9.3";"7274";"20.1";"10.8";"20.6";"30.9";"0";"0";"0";"50.7";"156";"1.9";"7.5";"A";"A";"A";"A"
"1H";"2021-04-26T11:00:00Z";"2021-04-26T12:00:00Z";"2.1";"5";"7559";"10.1";"6";"11.4";"16";"0";"0";"0";"48.7";"176";"1.1";"7.3";"A";"A";"A";"A"
"1H";"2021-04-26T12:00:00Z";"2021-04-26T13:00:00Z";"2.9";"9.9";"10523";"17.8";"12.5";"23.9";"30.3";"0";"0";"0";"43.9";"309";"2.9";"8";"A";"A";"A";"A"
"1H";"2021-04-26T13:00:00Z";"2021-04-26T14:00:00Z";"2.6";"9";"10526";"19";"12.4";"23.7";"31.4";"0";"0";"0";"38.9";"339";"3.6";"8.2";"A";"A";"A";"A"
"1H";"2021-04-26T14:00:00Z";"2021-04-26T15:00:00Z";"2.2";"7.7";"6995";"9.9";"5.4";"10.4";"15.3";"0";"0";"0";"34.3";"325";"3.5";"8.9";"A";"A";"A";"A"
"1H";"2021-04-26T15:00:00Z";"2021-04-26T16:00:00Z";"3";"15.3";"6505";"9.3";"7.4";"14.2";"16.7";"0";"0";"0";"34.5";"321";"4.3";"9.1";"A";"A";"A";"A"
"1H";"2021-04-26T16:00:00Z";"2021-04-26T17:00:00Z";"2.6";"11.7";"6767";"5.7";"4.5";"8.7";"10.2";"0";"0";"0";"34.9";"325";"3.8";"8.9";"A";"A";"A";"A"
"1H";"2021-04-26T17:00:00Z";"2021-04-26T18:00:00Z";"2.8";"11.4";"6820";"4.8";"5.1";"9.8";"9.9";"0";"0";"0";"35.2";"318";"3.2";"8.6";"A";"A";"A";"A"
"1H";"2021-04-26T18:00:00Z";"2021-04-26T19:00:00Z";"4.3";"19.7";"6577";"6.1";"6.2";"11.9";"12.3";"0";"0";"0";"38.3";"352";"2.7";"7";"A";"A";"A";"A"
"1H";"2021-04-26T19:00:00Z";"2021-04-26T20:00:00Z";"3.2";"10.3";"7969";"9.5";"6.8";"13";"16.3";"0";"0";"0";"43.7";"346";"2";"6";"A";"A";"A";"A"
"1H";"2021-04-26T20:00:00Z";"2021-04-26T21:00:00Z";"3";"7";"7666";"7.7";"7.8";"14.8";"15.5";"0";"0";"0";"51.1";"324";"1.5";"5.3";"A";"A";"A";"A"
"1H";"2021-04-26T21:00:00Z";"2021-04-26T22:00:00Z";"2.9";"5.2";"7197";"7.4";"7.6";"14.6";"15";"0";"0";"0";"56.2";"301";"0.9";"5";"A";"A";"A";"A"
"1H";"2021-04-26T22:00:00Z";"2021-04-26T23:00:00Z";"2.9";"4.6";"6824";"8";"8.5";"16.2";"16.5";"0";"0";"0";"59";"294";"0.8";"4.5";"A";"A";"A";"A"
"1H";"2021-04-26T23:00:00Z";"2021-04-27T00:00:00Z";"3.2";"5.9";"6450";"8";"8.9";"16.9";"16.8";"0";"0";"0";"60.8";"282";"0.7";"4.1";"A";"A";"A";"A"
"1H";"2021-04-27T00:00:00Z";"2021-04-27T01:00:00Z";"4";"5.1";"7765";"6.4";"8.4";"16.1";"14.8";"0";"0";"0";"63.4";"290";"0.8";"3.5";"A";"A";"A";"A"
"1H";"2021-04-27T01:00:00Z";"2021-04-27T02:00:00Z";"4.5";"5.4";"7197";"5.5";"8.4";"16.1";"13.9";"0";"0";"0";"66.1";"300";"1.1";"3";"A";"A";"A";"A"
"1H";"2021-04-27T02:00:00Z";"2021-04-27T03:00:00Z";"4.6";"5.8";"6923";"6";"9.7";"18.5";"15.7";"0";"0";"0";"69.1";"287";"1";"2.6";"A";"A";"A";"A"
"1H";"2021-04-27T03:00:00Z";"2021-04-27T04:00:00Z";"4.6";"6.2";"6410";"5.9";"9.4";"18";"15.3";"0";"0";"0";"71.7";"284";"1.1";"2.5";"A";"A";"A";"A"
"1H";"2021-04-27T04:00:00Z";"2021-04-27T05:00:00Z";"6.3";"9.8";"7745";"6.4";"12.5";"23.8";"18.8";"0";"0";"0";"74.1";"291";"0.9";"2.5";"A";"A";"A";"A"
"1H";"2021-04-27T05:00:00Z";"2021-04-27T06:00:00Z";"6.9";"14.5";"10910";"14.3";"19.3";"36.9";"33.6";"0";"0";"0";"73.9";"289";"1";"3.7";"A";"A";"A";"A"
"1H";"2021-04-27T06:00:00Z";"2021-04-27T07:00:00Z";"5.4";"14.7";"11687";"21.8";"20.5";"39.1";"42.3";"0";"0";"0";"66.3";"309";"1.2";"5.7";"A";"A";"A";"A"
"1H";"2021-04-27T07:00:00Z";"2021-04-27T08:00:00Z";"6.3";"20.4";"13531";"30.5";"20";"38.3";"50.5";"0";"0";"0";"60.8";"355";"1.6";"6.9";"A";"B";"A";"B"
"1H";"2021-04-27T08:00:00Z";"2021-04-27T09:00:00Z";"6";"26.8";"11261";"23";"17.7";"33.9";"40.7";"0";"0";"0";"54.8";"25";"1.5";"8";"A";"B";"A";"B"
"1H";"2021-04-27T09:00:00Z";"2021-04-27T10:00:00Z";"4.4";"19.6";"7535";"15.9";"11.6";"22.2";"27.5";"0";"0";"0";"37.4";"36";"1.8";"9.7";"A";"A";"A";"A"
"1H";"2021-04-27T10:00:00Z";"2021-04-27T11:00:00Z";"4.1";"22.3";"6075";"12.2";"8.5";"16.2";"20.7";"0";"0";"0";"33.1";"93";"2";"10.2";"A";"B";"A";"B"
"1H";"2021-04-27T11:00:00Z";"2021-04-27T12:00:00Z";"5.1";"34.8";"7417";"12.7";"12";"23";"24.7";"0";"0";"0";"30.6";"126";"2.2";"11.5";"A";"B";"A";"B"
"1H";"2021-04-27T12:00:00Z";"2021-04-27T13:00:00Z";"4.3";"23.7";"7448";"10.8";"10.6";"20.2";"21.4";"0";"0";"0";"28.6";"124";"3.2";"11.9";"A";"B";"A";"B"
"1H";"2021-04-27T13:00:00Z";"2021-04-27T14:00:00Z";"4.2";"30";"6428";"8.9";"8.7";"16.7";"17.6";"0";"0";"0";"29.1";"124";"3.2";"12";"A";"B";"A";"B"
"1H";"2021-04-27T14:00:00Z";"2021-04-27T15:00:00Z";"7.5";"73.1";"6662";"4.3";"6.8";"13.1";"11.1";"0";"0";"0";"37.8";"115";"2.9";"11";"A";"D";"A";"D"
"1H";"2021-04-27T15:00:00Z";"2021-04-27T16:00:00Z";"8.8";"88.6";"6130";"3.3";"6.7";"12.8";"10";"0";"0";"0";"36";"114";"2.4";"10.6";"A";"D";"A";"D"
"1H";"2021-04-27T16:00:00Z";"2021-04-27T17:00:00Z";"8.6";"75.9";"5097";"2.9";"6.2";"11.8";"9.1";"0";"0";"0";"34.9";"161";"2.2";"10.2";"A";"D";"A";"D"
"1H";"2021-04-27T17:00:00Z";"2021-04-27T18:00:00Z";"6.5";"47.9";"5102";"3.2";"7";"13.3";"10.1";"0";"0";"0";"34.4";"179";"2.5";"9.7";"A";"C";"A";"C"
"1H";"2021-04-27T18:00:00Z";"2021-04-27T19:00:00Z";"6.7";"53.3";"6010";"5.2";"8.6";"16.5";"13.8";"0";"0";"0";"33.4";"170";"2";"8.3";"A";"D";"A";"D"
"1H";"2021-04-27T19:00:00Z";"2021-04-27T20:00:00Z";"7.3";"29.9";"6543";"8.6";"10.1";"19.4";"18.8";"0";"0";"0";"49.9";"167";"1.3";"7.4";"A";"B";"A";"B"
"1H";"2021-04-27T20:00:00Z";"2021-04-27T21:00:00Z";"5.8";"14.4";"8885";"9";"11";"21.1";"20.1";"0";"0";"0";"50.7";"157";"0.8";"7.1";"A";"A";"A";"A"
"1H";"2021-04-27T21:00:00Z";"2021-04-27T22:00:00Z";"6";"11";"7284";"10.5";"16";"30.7";"26.6";"0";"0";"0";"58.4";"304";"0.4";"6.5";"A";"A";"A";"A"
"1H";"2021-04-27T22:00:00Z";"2021-04-27T23:00:00Z";"6.2";"11.6";"8507";"13.6";"13.3";"25.4";"26.9";"0";"0";"0";"56.9";"354";"0.5";"6.3";"A";"A";"A";"A"
"1H";"2021-04-27T23:00:00Z";"2021-04-28T00:00:00Z";"6.2";"8.1";"8381";"0";"0";"0";"0";"0";"0";"0";"62.4";"0";"0";"6.1";"A";"A";"NotAvailable";"A"
"1H";"2021-04-28T00:00:00Z";"2021-04-28T01:00:00Z";"8.4";"10.7";"7071";"0";"0";"0";"0";"0";"0";"0";"71.5";"95";"0.8";"5.8";"A";"A";"NotAvailable";"A"
"1H";"2021-04-28T01:00:00Z";"2021-04-28T02:00:00Z";"8.7";"9.9";"4944";"13.4";"9.6";"18.3";"23";"0";"0";"0";"76.3";"103";"0.6";"5.3";"A";"A";"A";"A"
"1H";"2021-04-28T02:00:00Z";"2021-04-28T03:00:00Z";"9.8";"11.5";"5502";"10";"9.8";"18.7";"19.8";"0";"0";"0";"76.7";"119";"1.3";"5.2";"A";"A";"A";"A"
"1H";"2021-04-28T03:00:00Z";"2021-04-28T04:00:00Z";"9.8";"11.9";"6467";"13.7";"16.6";"31.8";"30.3";"0";"0";"0";"77.3";"114";"1.3";"4.8";"A";"A";"A";"A"
"1H";"2021-04-28T04:00:00Z";"2021-04-28T05:00:00Z";"10.7";"18";"11021";"21.6";"27.3";"52.2";"48.9";"0";"0";"0";"75.2";"118";"1.1";"5.3";"A";"A";"B";"B"
"1H";"2021-04-28T05:00:00Z";"2021-04-28T06:00:00Z";"10.4";"24.8";"12630";"27.4";"27.4";"52.4";"54.8";"0";"0";"0";"70";"116";"0.8";"6.4";"A";"B";"B";"B"
"1H";"2021-04-28T06:00:00Z";"2021-04-28T07:00:00Z";"9.3";"28.2";"12364";"38.6";"29.1";"55.6";"67.7";"0";"0";"0";"59.4";"122";"1.5";"7.5";"A";"B";"B";"B"
"1H";"2021-04-28T07:00:00Z";"2021-04-28T08:00:00Z";"8";"27.4";"8485";"23.1";"18";"34.3";"41.1";"0";"0";"0";"50.2";"126";"2";"8.3";"A";"B";"A";"B"
"1H";"2021-04-28T08:00:00Z";"2021-04-28T09:00:00Z";"9.9";"29.3";"9935";"20.3";"19";"36.4";"39.3";"0";"0";"0";"54.1";"127";"2.4";"8.9";"A";"B";"A";"B"
"1H";"2021-04-28T09:00:00Z";"2021-04-28T10:00:00Z";"9.2";"33.8";"7938";"19.6";"16.5";"31.6";"36.1";"0";"0";"0";"43.6";"108";"2.5";"10.4";"A";"B";"A";"B"
"1H";"2021-04-28T10:00:00Z";"2021-04-28T11:00:00Z";"8.3";"34.4";"7778";"16.4";"12.8";"24.4";"29.2";"0";"0";"0";"41.6";"129";"3.3";"12";"A";"B";"A";"B"
"1H";"2021-04-28T11:00:00Z";"2021-04-28T12:00:00Z";"8.6";"36.2";"7895";"12.4";"11.7";"22.4";"24.1";"0";"0";"0";"42";"141";"3";"12.5";"A";"B";"A";"B"
"1H";"2021-04-28T12:00:00Z";"2021-04-28T13:00:00Z";"13.5";"45.1";"6328";"6.9";"8.7";"16.7";"15.6";"0";"0";"0";"35.3";"130";"4.2";"12.8";"A";"C";"A";"C"
"1H";"2021-04-28T13:00:00Z";"2021-04-28T14:00:00Z";"14";"57.5";"5442";"5.3";"8.5";"16.2";"13.8";"0";"0";"0";"32.7";"122";"4";"13.1";"A";"D";"A";"D"
"1H";"2021-04-28T14:00:00Z";"2021-04-28T15:00:00Z";"11.8";"60.7";"4439";"4.2";"8.3";"15.9";"12.5";"0";"0";"0";"32.2";"124";"4.1";"12.4";"A";"D";"A";"D"
"1H";"2021-04-28T15:00:00Z";"2021-04-28T16:00:00Z";"13.5";"79.5";"4367";"4.3";"8.3";"16";"12.7";"0";"0";"0";"32.8";"137";"3.6";"12.9";"A";"D";"A";"D"
"1H";"2021-04-28T16:00:00Z";"2021-04-28T17:00:00Z";"12.6";"43";"6318";"6.9";"10.8";"20.6";"17.7";"0";"0";"0";"37.1";"134";"3.3";"12.1";"A";"C";"A";"C"
"1H";"2021-04-28T17:00:00Z";"2021-04-28T18:00:00Z";"14.4";"46.3";"7720";"6.5";"11.4";"21.8";"17.9";"0";"0";"0";"41.1";"125";"2.6";"11.3";"A";"C";"A";"C"
"1H";"2021-04-28T18:00:00Z";"2021-04-28T19:00:00Z";"13.2";"36.5";"9809";"8.6";"13";"24.8";"21.6";"0";"0";"0";"47.9";"87";"1.3";"10.2";"A";"B";"A";"B"
"1H";"2021-04-28T19:00:00Z";"2021-04-28T20:00:00Z";"11.5";"22";"6072";"8.6";"10.2";"19.5";"18.7";"0";"0";"0";"49.3";"68";"0.9";"9.6";"A";"B";"A";"B"
"1H";"2021-04-28T20:00:00Z";"2021-04-28T21:00:00Z";"12.4";"21.9";"5115";"8.3";"9.9";"19";"18.2";"0";"0";"0";"48.3";"94";"1.5";"8.9";"A";"B";"A";"B"
"1H";"2021-04-28T21:00:00Z";"2021-04-28T22:00:00Z";"13.2";"18.4";"4318";"8.6";"8.4";"16";"17";"0";"0";"0";"56.1";"109";"2.4";"7.7";"A";"A";"A";"A"
"1H";"2021-04-28T22:00:00Z";"2021-04-28T23:00:00Z";"12.4";"16";"4640";"7.6";"8.2";"15.6";"15.8";"0";"0";"0";"62";"99";"1.5";"7.4";"A";"A";"A";"A"
"1H";"2021-04-28T23:00:00Z";"2021-04-29T00:00:00Z";"11.5";"14";"4276";"7.2";"7.3";"14";"14.6";"0";"0";"0";"67.2";"78";"1.6";"6.7";"A";"A";"A";"A"
"1H";"2021-04-29T00:00:00Z";"2021-04-29T01:00:00Z";"10.9";"12.9";"4116";"6.7";"5.6";"10.8";"12.3";"0";"0";"0";"69.1";"69";"2.2";"6.6";"A";"A";"A";"A"
"1H";"2021-04-29T01:00:00Z";"2021-04-29T02:00:00Z";"12.6";"14.5";"4900";"6.9";"8.2";"15.6";"15";"0";"0";"0";"73.5";"68";"1.5";"6.4";"A";"A";"A";"A"
"1H";"2021-04-29T02:00:00Z";"2021-04-29T03:00:00Z";"14.6";"16.3";"3881";"7.2";"6.7";"12.8";"13.9";"0";"0";"0";"76.6";"57";"1.5";"6.2";"A";"A";"A";"A"
"1H";"2021-04-29T03:00:00Z";"2021-04-29T04:00:00Z";"15.2";"18.3";"5288";"9.2";"7.7";"14.8";"16.9";"0";"0";"0";"77.7";"65";"2";"6";"A";"A";"A";"A"
"1H";"2021-04-29T04:00:00Z";"2021-04-29T05:00:00Z";"13.9";"18";"7255";"13.1";"14.2";"27.2";"27.3";"0";"0";"0";"75.6";"59";"2.4";"6.1";"A";"A";"A";"A"
"1H";"2021-04-29T05:00:00Z";"2021-04-29T06:00:00Z";"13.7";"25.1";"9746";"26.5";"18.5";"35.4";"45";"0";"0";"0";"73.4";"69";"2.4";"6.5";"A";"B";"A";"B"
"1H";"2021-04-29T06:00:00Z";"2021-04-29T07:00:00Z";"15.8";"31.2";"8442";"27.2";"19.4";"37";"46.6";"0";"0";"0";"71.3";"68";"2.3";"7.1";"A";"B";"A";"B"
"1H";"2021-04-29T07:00:00Z";"2021-04-29T08:00:00Z";"14";"27.8";"7721";"19.9";"11.9";"22.7";"31.8";"0";"0";"0";"67.6";"47";"2.6";"7.6";"A";"B";"A";"B"
"1H";"2021-04-29T08:00:00Z";"2021-04-29T09:00:00Z";"14.9";"33.6";"9027";"22.1";"16.3";"31.1";"38.4";"0";"0";"0";"63.1";"41";"3.8";"8.7";"A";"B";"A";"B"
"1H";"2021-04-29T09:00:00Z";"2021-04-29T10:00:00Z";"15.9";"38.9";"10456";"23.6";"19.4";"37.1";"43";"0";"0";"0";"57.3";"44";"4";"10.1";"A";"B";"A";"B"
"1H";"2021-04-29T10:00:00Z";"2021-04-29T11:00:00Z";"16.5";"33.5";"9656";"20.2";"16.2";"31";"36.4";"0";"0";"0";"52.5";"44";"3.9";"11.2";"A";"B";"A";"B"
"1H";"2021-04-29T11:00:00Z";"2021-04-29T12:00:00Z";"18.8";"45.3";"11470";"20.2";"20.5";"39.2";"40.7";"0";"0";"0";"51";"68";"2.9";"11.6";"A";"C";"A";"C"
"1H";"2021-04-29T12:00:00Z";"2021-04-29T13:00:00Z";"18.3";"36.2";"10767";"17.3";"19.8";"37.9";"37.1";"0";"0";"0";"52.1";"80";"2.7";"11.8";"A";"B";"A";"B"
"1H";"2021-04-29T13:00:00Z";"2021-04-29T14:00:00Z";"19.1";"39.1";"8485";"16.9";"17.9";"34.3";"34.8";"0";"0";"0";"49";"56";"2.7";"12.3";"A";"B";"A";"B"
"1H";"2021-04-29T14:00:00Z";"2021-04-29T15:00:00Z";"19.9";"34.2";"7173";"15.7";"20.7";"39.5";"36.4";"0";"0";"0";"50.2";"99";"2.4";"12.1";"A";"B";"A";"B"
"1H";"2021-04-29T15:00:00Z";"2021-04-29T16:00:00Z";"20.7";"30.2";"6583";"10.3";"11.9";"22.8";"22.3";"0";"0";"0";"60.5";"75";"3";"10.5";"B";"B";"A";"B"
"1H";"2021-04-29T16:00:00Z";"2021-04-29T17:00:00Z";"21.5";"23.8";"7898";"12.2";"14.8";"28.4";"27";"0";"0";"0";"82.5";"86";"3.3";"8.1";"B";"B";"A";"B"
"1H";"2021-04-29T17:00:00Z";"2021-04-29T18:00:00Z";"20.3";"21.4";"8857";"12.6";"17.9";"34.2";"30.5";"0";"0";"0";"86.5";"91";"3";"7.7";"B";"B";"A";"B"
"1H";"2021-04-29T18:00:00Z";"2021-04-29T19:00:00Z";"20.5";"21.9";"8686";"14.9";"17";"32.6";"31.9";"0";"0";"0";"86.9";"60";"2.6";"7.5";"B";"B";"A";"B"
"1H";"2021-04-29T19:00:00Z";"2021-04-29T20:00:00Z";"21";"21.8";"7314";"10.8";"13.2";"25.1";"24";"0";"0";"0";"86";"54";"2.5";"7.3";"B";"B";"A";"B"
"1H";"2021-04-29T20:00:00Z";"2021-04-29T21:00:00Z";"19.2";"19.9";"6481";"11.3";"11";"21";"22.2";"0";"0";"0";"83.8";"54";"3.2";"7.1";"A";"A";"A";"A"
"1H";"2021-04-29T21:00:00Z";"2021-04-29T22:00:00Z";"17.7";"18.4";"5254";"9.9";"10.6";"20.3";"20.6";"0";"0";"0";"82.6";"45";"3.4";"7";"A";"A";"A";"A"
"1H";"2021-04-29T22:00:00Z";"2021-04-29T23:00:00Z";"16.6";"17.2";"3794";"7";"8";"15.4";"15";"0";"0";"0";"81.6";"41";"3.7";"6.8";"A";"A";"A";"A"
"1H";"2021-04-29T23:00:00Z";"2021-04-30T00:00:00Z";"14.4";"15.2";"5046";"6.1";"7.2";"13.7";"13.3";"0";"0";"0";"81.8";"43";"3.3";"6.8";"A";"A";"A";"A"
"1H";"2021-04-30T00:00:00Z";"2021-04-30T01:00:00Z";"13";"13.9";"3218";"5.2";"6.6";"12.7";"11.8";"0";"0";"0";"81.9";"29";"2.9";"7";"A";"A";"A";"A"
"1H";"2021-04-30T01:00:00Z";"2021-04-30T02:00:00Z";"10.8";"11.6";"2523";"4";"6.3";"12.1";"10.3";"0";"0";"0";"79.6";"24";"3.1";"7";"A";"A";"A";"A"
"1H";"2021-04-30T02:00:00Z";"2021-04-30T03:00:00Z";"9.3";"10.2";"2376";"4.2";"4.7";"9";"8.9";"0";"0";"0";"73.9";"18";"2.7";"7";"A";"A";"A";"A"
"1H";"2021-04-30T03:00:00Z";"2021-04-30T04:00:00Z";"7.8";"8.6";"2497";"5";"6.1";"11.7";"11.1";"0";"0";"0";"71.9";"5";"2.6";"6.8";"A";"A";"A";"A"
"1H";"2021-04-30T04:00:00Z";"2021-04-30T05:00:00Z";"5.9";"6.7";"2482";"5.2";"6.9";"13.2";"12.1";"0";"0";"0";"70";"359";"2.6";"6.2";"A";"A";"A";"A"
"1H";"2021-04-30T05:00:00Z";"2021-04-30T06:00:00Z";"4.4";"5.8";"3723";"6.2";"7.6";"14.6";"13.8";"0";"0";"0";"64.6";"11";"2.3";"6.2";"A";"A";"A";"A"
"1H";"2021-04-30T06:00:00Z";"2021-04-30T07:00:00Z";"4.4";"7.4";"3370";"6.7";"6.7";"12.9";"13.5";"0";"0";"0";"61.4";"22";"2.8";"6.4";"A";"A";"A";"A"
"1H";"2021-04-30T07:00:00Z";"2021-04-30T08:00:00Z";"4.9";"8.8";"6736";"12.3";"9.5";"18.2";"21.8";"0";"0";"0";"56.9";"26";"2.7";"7.4";"A";"A";"A";"A"
"1H";"2021-04-30T08:00:00Z";"2021-04-30T09:00:00Z";"5.5";"8.9";"8541";"12.8";"10.6";"20.2";"23.3";"0";"0";"0";"52.9";"26";"2.5";"8.8";"A";"A";"A";"A"
"1H";"2021-04-30T09:00:00Z";"2021-04-30T10:00:00Z";"5.6";"9";"11147";"12.8";"10.9";"20.8";"23.7";"0";"0";"0";"47.9";"3";"2";"10.4";"A";"A";"A";"A"
"1H";"2021-04-30T10:00:00Z";"2021-04-30T11:00:00Z";"5.7";"9.3";"6276";"8.9";"8.6";"16.4";"17.5";"0";"0";"0";"43.9";"14";"1.6";"12";"A";"A";"A";"A"
"1H";"2021-04-30T11:00:00Z";"2021-04-30T12:00:00Z";"6.8";"10.8";"5585";"8.7";"8.3";"15.9";"17";"0";"0";"0";"41";"69";"1.7";"12.9";"A";"A";"A";"A"
"1H";"2021-04-30T12:00:00Z";"2021-04-30T13:00:00Z";"8.6";"13.3";"4304";"5.7";"8.7";"16.7";"14.4";"0";"0";"0";"38.8";"55";"1.4";"12.6";"A";"A";"A";"A"
"1H";"2021-04-30T13:00:00Z";"2021-04-30T14:00:00Z";"8.9";"14.2";"4850";"5.4";"9.2";"17.5";"14.6";"0";"0";"0";"39.1";"132";"1.6";"12.4";"A";"A";"A";"A"
"1H";"2021-04-30T14:00:00Z";"2021-04-30T15:00:00Z";"8.4";"14.4";"5382";"5";"8.2";"15.8";"13.2";"0";"0";"0";"50.7";"78";"0.7";"11.2";"A";"A";"A";"A"
"1H";"2021-04-30T15:00:00Z";"2021-04-30T16:00:00Z";"7.7";"11.3";"5722";"5.4";"8.8";"16.8";"14.2";"0";"0";"0";"57.5";"106";"1.2";"10.1";"A";"A";"A";"A"
"1H";"2021-04-30T16:00:00Z";"2021-04-30T17:00:00Z";"7.7";"11.3";"6128";"6";"8.8";"16.8";"14.7";"0";"0";"0";"60.1";"174";"2.9";"9.5";"A";"A";"A";"A"
"1H";"2021-04-30T17:00:00Z";"2021-04-30T18:00:00Z";"7.8";"10.5";"5751";"7.4";"10.7";"20.4";"18.1";"0";"0";"0";"66.1";"192";"2.8";"8.7";"A";"A";"A";"A"
"1H";"2021-04-30T18:00:00Z";"2021-04-30T19:00:00Z";"8.3";"10.9";"7121";"9.3";"11.3";"21.6";"20.6";"0";"0";"0";"67.8";"174";"2";"8.4";"A";"A";"A";"A"
"1H";"2021-04-30T19:00:00Z";"2021-04-30T20:00:00Z";"8.5";"11";"7909";"12.7";"10.1";"19.4";"22.8";"0";"0";"0";"66.3";"157";"1.5";"8.1";"A";"A";"A";"A"
"1H";"2021-04-30T20:00:00Z";"2021-04-30T21:00:00Z";"9.8";"11.6";"6358";"13.6";"10.4";"19.9";"24";"0";"0";"0";"71.4";"121";"0.6";"7.5";"A";"A";"A";"A"
"1H";"2021-04-30T21:00:00Z";"2021-04-30T22:00:00Z";"9.4";"10.8";"7675";"13.8";"13";"24.8";"26.7";"0";"0";"0";"75.9";"129";"1.4";"7";"A";"A";"A";"A"
"1H";"2021-04-30T22:00:00Z";"2021-04-30T23:00:00Z";"8.2";"9.3";"8914";"11.6";"12.3";"23.5";"23.9";"0";"0";"0";"80.6";"148";"2";"6.4";"A";"A";"A";"A"
"1H";"2021-04-30T23:00:00Z";"2021-05-01T00:00:00Z";"9.3";"10.5";"7835";"12.3";"14.5";"27.7";"26.8";"0";"0";"0";"83.2";"157";"1.1";"6.1";"A";"A";"A";"A"
"1H";"2021-05-01T00:00:00Z";"2021-05-01T01:00:00Z";"10.2";"11.4";"7697";"11.9";"14.4";"27.6";"26.4";"0";"0";"0";"85.7";"172";"1.9";"6";"A";"A";"A";"A"
"1H";"2021-05-01T01:00:00Z";"2021-05-01T02:00:00Z";"11.9";"12.9";"6393";"9.4";"10.6";"20.2";"20";"0";"0";"0";"87.4";"172";"1.1";"6";"A";"A";"A";"A"
"1H";"2021-05-01T02:00:00Z";"2021-05-01T03:00:00Z";"10.6";"11.7";"5615";"8.4";"9";"17.1";"17.4";"0";"0";"0";"86.4";"165";"1.3";"6.1";"A";"A";"A";"A"
"1H";"2021-05-01T03:00:00Z";"2021-05-01T04:00:00Z";"10.2";"11.5";"6749";"10.8";"12.8";"24.6";"23.7";"0";"0";"0";"85.4";"164";"1";"6.2";"A";"A";"A";"A"
"1H";"2021-05-01T04:00:00Z";"2021-05-01T05:00:00Z";"9.1";"10.4";"5165";"11.7";"10.3";"19.6";"22";"0";"0";"0";"86.1";"159";"0.8";"6.3";"A";"A";"A";"A"
"1H";"2021-05-01T05:00:00Z";"2021-05-01T06:00:00Z";"9.3";"10.8";"5707";"14.8";"10.1";"19.3";"24.9";"0";"0";"0";"84.3";"140";"1";"7.2";"A";"A";"A";"A"
