MeanValueType;StartUtc;EndUtc;PM2_5;PM10;PN;NO;NO2;NO2_Microgram;NOx;BC;BC_FF;BC_WB;RH;WD;WS;Temp;PM2_5Index;PM10Index;NO2Index;CphIndex
"3H";"2021-10-25T16:00:00Z";"2021-10-25T19:00:00Z";"18.3";"20.3";"8841";"5.4";"14.1";"27";"19.5";"0";"0";"0";"85";"0";"0";"10.1";"A";"B";"A";"B"
"3H";"2021-10-25T19:00:00Z";"2021-10-25T22:00:00Z";"16.3";"16.6";"5363";"2.3";"10.6";"20.2";"12.8";"0";"0";"0";"93.4";"0";"0";"9.9";"A";"A";"A";"A"
"3H";"2021-10-25T22:00:00Z";"2021-10-26T01:00:00Z";"16.1";"16.3";"3130";"0.7";"8.1";"15.5";"8.7";"0";"0";"0";"94.8";"0";"0";"10.2";"A";"A";"A";"A"
"3H";"2021-10-26T01:00:00Z";"2021-10-26T04:00:00Z";"15.5";"15.8";"2308";"1.5";"6.4";"12.3";"7.9";"0";"0";"0";"94.1";"0";"0";"10.3";"A";"A";"A";"A"
"3H";"2021-10-26T04:00:00Z";"2021-10-26T07:00:00Z";"16.2";"16.9";"6166";"10";"12.4";"23.7";"22.4";"0";"0";"0";"92.5";"0";"0";"10.6";"A";"A";"A";"A"
"3H";"2021-10-26T07:00:00Z";"2021-10-26T10:00:00Z";"14.6";"15.5";"4948";"3.4";"9.1";"17.4";"12.4";"0";"0";"0";"87.9";"0";"0";"11.4";"A";"A";"A";"A"
"3H";"2021-10-26T10:00:00Z";"2021-10-26T13:00:00Z";"4.9";"6.2";"3937";"1.3";"4.8";"9.2";"6.1";"0";"0";"0";"73.4";"0";"0";"12.6";"A";"A";"A";"A"
"3H";"2021-10-26T13:00:00Z";"2021-10-26T16:00:00Z";"4.5";"6";"8677";"5.1";"11.7";"22.5";"16.9";"0";"0";"0";"75.9";"0";"0";"12";"A";"A";"A";"A"
"3H";"2021-10-26T16:00:00Z";"2021-10-26T19:00:00Z";"7.7";"8.8";"8996";"4";"11.8";"22.5";"15.8";"0";"0";"0";"87";"0";"0";"10.6";"A";"A";"A";"A"
"3H";"2021-10-26T19:00:00Z";"2021-10-26T22:00:00Z";"5.3";"5.8";"5449";"0.7";"5.1";"9.7";"5.8";"0";"0";"0";"89.4";"0";"0";"9.9";"A";"A";"A";"A"
"3H";"2021-10-26T22:00:00Z";"2021-10-27T01:00:00Z";"13.5";"14.2";"3449";"0";"0";"0";"0";"0";"0";"0";"91.9";"0";"0";"10.9";"A";"A";"NotAvailable";"A"
"3H";"2021-10-27T01:00:00Z";"2021-10-27T04:00:00Z";"8.2";"8.5";"2611";"2.3";"4.3";"8.2";"6.6";"0";"0";"0";"95.2";"0";"0";"11.3";"A";"A";"A";"A"
"3H";"2021-10-27T04:00:00Z";"2021-10-27T07:00:00Z";"14.9";"15.9";"4521";"4.1";"9.7";"18.6";"13.8";"0";"0";"0";"95.2";"0";"0";"12.4";"A";"A";"A";"A"
"3H";"2021-10-27T07:00:00Z";"2021-10-27T10:00:00Z";"11.2";"12.3";"5417";"4.3";"9.5";"18.1";"13.7";"0";"0";"0";"91.3";"0";"0";"13.4";"A";"A";"A";"A"
"3H";"2021-10-27T10:00:00Z";"2021-10-27T13:00:00Z";"7.3";"8.2";"5385";"2.5";"7.9";"15.1";"10.4";"0";"0";"0";"86.9";"0";"0";"14.2";"A";"A";"A";"A"
"3H";"2021-10-27T13:00:00Z";"2021-10-27T16:00:00Z";"5.2";"6.3";"6044";"3.2";"9";"17.2";"12.3";"0";"0";"0";"84.6";"0";"0";"14.5";"A";"A";"A";"A"
"3H";"2021-10-27T16:00:00Z";"2021-10-27T19:00:00Z";"6";"6.8";"4616";"0.9";"5.9";"11.4";"6.8";"0";"0";"0";"85.5";"0";"0";"14.3";"A";"A";"A";"A"
"3H";"2021-10-27T19:00:00Z";"2021-10-27T22:00:00Z";"7";"8";"3363";"0.4";"4.4";"8.4";"4.8";"0";"0";"0";"85.2";"0";"0";"14";"A";"A";"A";"A"
"3H";"2021-10-27T22:00:00Z";"2021-10-28T01:00:00Z";"7.3";"8.1";"2263";"0.2";"3.1";"6";"3.3";"0";"0";"0";"85.5";"0";"0";"13.7";"A";"A";"A";"A"
"3H";"2021-10-28T01:00:00Z";"2021-10-28T04:00:00Z";"8";"8.9";"2317";"0.6";"3.2";"6.1";"3.8";"0";"0";"0";"85.3";"0";"0";"13.1";"A";"A";"A";"A"
"3H";"2021-10-28T04:00:00Z";"2021-10-28T07:00:00Z";"9";"10.6";"6837";"8.2";"13.5";"25.8";"21.7";"0";"0";"0";"80.3";"0";"0";"13.1";"A";"A";"A";"A"
"3H";"2021-10-28T07:00:00Z";"2021-10-28T10:00:00Z";"16.9";"19";"6747";"8.5";"12.8";"24.4";"21.3";"0";"0";"0";"78.7";"0";"0";"12.9";"A";"A";"A";"A"
"3H";"2021-10-28T10:00:00Z";"2021-10-28T13:00:00Z";"18.9";"21.3";"7018";"7.6";"10.3";"19.6";"17.9";"0";"0";"0";"76.9";"0";"0";"13.5";"A";"B";"A";"B"
"3H";"2021-10-28T13:00:00Z";"2021-10-28T16:00:00Z";"15.3";"17.5";"8004";"5.7";"14.6";"28";"20.3";"0";"0";"0";"80.6";"0";"0";"13.6";"A";"A";"A";"A"
"3H";"2021-10-28T16:00:00Z";"2021-10-28T19:00:00Z";"13.7";"14.9";"10737";"3";"15.8";"30.1";"18.7";"0";"0";"0";"87.7";"0";"0";"12.3";"A";"A";"A";"A"
"3H";"2021-10-28T19:00:00Z";"2021-10-28T22:00:00Z";"11.6";"12.6";"7256";"2";"10.7";"20.4";"12.6";"0";"0";"0";"87.1";"0";"0";"12.4";"A";"A";"A";"A"
"3H";"2021-10-28T22:00:00Z";"2021-10-29T01:00:00Z";"13.2";"14.3";"6506";"0.8";"9.3";"17.8";"10.1";"0";"0";"0";"87.8";"0";"0";"11.4";"A";"A";"A";"A"
"3H";"2021-10-29T01:00:00Z";"2021-10-29T04:00:00Z";"15.8";"17.1";"5809";"1.3";"11";"21";"12.3";"0";"0";"0";"89.9";"0";"0";"10.4";"A";"A";"A";"A"
"3H";"2021-10-29T04:00:00Z";"2021-10-29T07:00:00Z";"19.4";"21.3";"10296";"10.6";"21.2";"40.6";"31.9";"0";"0";"0";"91";"0";"0";"10";"A";"B";"B";"B"
"3H";"2021-10-29T07:00:00Z";"2021-10-29T10:00:00Z";"20.7";"22.5";"9392";"10.7";"15.6";"29.8";"26.3";"0";"0";"0";"90.2";"0";"0";"10.8";"B";"B";"A";"B"
"3H";"2021-10-29T10:00:00Z";"2021-10-29T13:00:00Z";"18.1";"20.3";"7547";"9.5";"12.1";"23.2";"21.6";"0";"0";"0";"79.9";"0";"0";"12.6";"A";"B";"A";"B"
"3H";"2021-10-29T13:00:00Z";"2021-10-29T16:00:00Z";"16.9";"18.7";"9282";"7.1";"15.4";"29.5";"22.5";"0";"0";"0";"80.1";"0";"0";"12.2";"A";"A";"A";"A"
"3H";"2021-10-29T16:00:00Z";"2021-10-29T19:00:00Z";"18.5";"20.2";"13348";"4";"15.9";"30.5";"19.9";"0";"0";"0";"83.8";"0";"0";"11.7";"A";"B";"A";"B"
"3H";"2021-10-29T19:00:00Z";"2021-10-29T22:00:00Z";"20.5";"22";"7627";"2.7";"12.2";"23.3";"14.9";"0";"0";"0";"82.8";"0";"0";"11.7";"B";"B";"A";"B"
"3H";"2021-10-29T22:00:00Z";"2021-10-30T01:00:00Z";"28.6";"30.2";"6945";"2.1";"11.7";"22.4";"13.8";"0";"0";"0";"85.1";"0";"0";"10.8";"B";"B";"A";"B"
"3H";"2021-10-30T01:00:00Z";"2021-10-30T04:00:00Z";"31.4";"33.2";"7159";"2";"12";"22.9";"13.9";"0";"0";"0";"87.6";"0";"0";"10.3";"B";"B";"A";"B"
"3H";"2021-10-30T04:00:00Z";"2021-10-30T07:00:00Z";"27.6";"29.7";"8676";"5.2";"16.2";"30.9";"21.4";"0";"0";"0";"90.6";"0";"0";"10.2";"B";"B";"A";"B"
"3H";"2021-10-30T07:00:00Z";"2021-10-30T10:00:00Z";"20.7";"22.7";"8517";"8.6";"15";"28.8";"23.6";"0";"0";"0";"87.1";"0";"0";"11.5";"B";"B";"A";"B"
"3H";"2021-10-30T10:00:00Z";"2021-10-30T13:00:00Z";"21.8";"23.7";"10792";"8";"13.9";"26.6";"21.9";"0";"0";"0";"78.8";"0";"0";"13.1";"B";"B";"A";"B"
"3H";"2021-10-30T13:00:00Z";"2021-10-30T16:00:00Z";"24.6";"27.2";"13991";"6.9";"16";"30.5";"22.9";"0";"0";"0";"79.4";"0";"0";"12.6";"B";"B";"A";"B"
"3H";"2021-10-30T16:00:00Z";"2021-10-30T19:00:00Z";"30.6";"32.7";"12652";"3.5";"13.6";"26";"17.1";"0";"0";"0";"82.4";"0";"0";"11.6";"B";"B";"A";"B"
"3H";"2021-10-30T19:00:00Z";"2021-10-30T22:00:00Z";"29";"31.4";"8906";"1.5";"10.9";"20.7";"12.4";"0";"0";"0";"77.7";"0";"0";"11.8";"B";"B";"A";"B"
"3H";"2021-10-30T22:00:00Z";"2021-10-31T01:00:00Z";"31";"33.3";"7539";"1.5";"9.7";"18.6";"11.3";"0";"0";"0";"79.9";"0";"0";"11.7";"B";"B";"A";"B"
"3H";"2021-10-31T02:00:00Z";"2021-10-31T05:00:00Z";"20.6";"21.4";"4815";"1.3";"6.7";"12.8";"8";"0";"0";"0";"89.8";"0";"0";"11.1";"B";"B";"A";"B"
"3H";"2021-10-31T05:00:00Z";"2021-10-31T08:00:00Z";"16.5";"17.1";"3317";"2";"6.3";"12";"8.3";"0";"0";"0";"93.7";"0";"0";"11.3";"A";"A";"A";"A"
"3H";"2021-10-31T08:00:00Z";"2021-10-31T11:00:00Z";"16.3";"17.2";"3557";"3.1";"7.5";"14.3";"10.6";"0";"0";"0";"88.5";"0";"0";"12.1";"A";"A";"A";"A"
"3H";"2021-10-31T11:00:00Z";"2021-10-31T14:00:00Z";"14.3";"15.6";"4289";"4";"8.8";"16.8";"12.7";"0";"0";"0";"82.7";"0";"0";"13.1";"A";"A";"A";"A"
"3H";"2021-10-31T14:00:00Z";"2021-10-31T17:00:00Z";"16.5";"17.6";"9911";"4";"13";"24.8";"17";"0";"0";"0";"88.5";"0";"0";"11.9";"A";"A";"A";"A"
"3H";"2021-10-31T17:00:00Z";"2021-10-31T20:00:00Z";"20.2";"21";"8787";"2.9";"10.8";"20.6";"13.6";"0";"0";"0";"88.2";"0";"0";"11.9";"B";"B";"A";"B"
"3H";"2021-10-31T20:00:00Z";"2021-10-31T23:00:00Z";"23.1";"24.1";"8416";"1.4";"7.8";"14.9";"9.2";"0";"0";"0";"84.6";"0";"0";"12.8";"B";"B";"A";"B"
"3H";"2021-10-31T23:00:00Z";"2021-11-01T02:00:00Z";"22";"23.4";"4181";"0.5";"5.3";"10.2";"5.8";"0";"0";"0";"75.7";"0";"0";"13.3";"B";"B";"A";"B"
"3H";"2021-11-01T02:00:00Z";"2021-11-01T05:00:00Z";"20.2";"21.6";"4770";"0.8";"7.3";"14";"8.1";"0";"0";"0";"75.7";"0";"0";"13";"B";"B";"A";"B"
"3H";"2021-11-01T05:00:00Z";"2021-11-01T08:00:00Z";"23.7";"25.6";"8841";"7.9";"18.4";"35.2";"26.3";"0";"0";"0";"83";"0";"0";"12.1";"B";"B";"A";"B"
"3H";"2021-11-01T08:00:00Z";"2021-11-01T11:00:00Z";"11.7";"13.8";"7196";"8.9";"15.2";"29.1";"24.1";"0";"0";"0";"83.8";"0";"0";"12.1";"A";"A";"A";"A"
"3H";"2021-11-01T11:00:00Z";"2021-11-01T14:00:00Z";"1.3";"1.7";"0";"2.5";"7.1";"13.5";"9.5";"0";"0";"0";"30.7";"0";"0";"4.5";"A";"A";"A";"A"
"3H";"2021-11-01T14:00:00Z";"2021-11-01T17:00:00Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-999";"A";"A";"A";"A"
"3H";"2021-11-01T17:00:00Z";"2021-11-01T20:00:00Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-999";"A";"A";"A";"A"
"3H";"2021-11-01T20:00:00Z";"2021-11-01T23:00:00Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-999";"A";"A";"A";"A"
"3H";"2021-11-01T23:00:00Z";"2021-11-02T02:00:00Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-999";"A";"A";"A";"A"
"3H";"2021-11-02T02:00:00Z";"2021-11-02T05:00:00Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-999";"A";"A";"A";"A"
"3H";"2021-11-02T05:00:00Z";"2021-11-02T08:00:00Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-999";"A";"A";"A";"A"
"3H";"2021-11-02T08:00:00Z";"2021-11-02T11:00:00Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-999";"A";"A";"A";"A"
"3H";"2021-11-02T11:00:00Z";"2021-11-02T14:00:00Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-999";"A";"A";"A";"A"
"3H";"2021-11-02T14:00:00Z";"2021-11-02T17:00:00Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-999";"A";"A";"A";"A"
"3H";"2021-11-02T17:00:00Z";"2021-11-02T20:00:00Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-999";"A";"A";"A";"A"
"3H";"2021-11-02T20:00:00Z";"2021-11-02T23:00:00Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-999";"A";"A";"A";"A"
"3H";"2021-11-02T23:00:00Z";"2021-11-03T02:00:00Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-999";"A";"A";"A";"A"
"3H";"2021-11-03T02:00:00Z";"2021-11-03T05:00:00Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-999";"A";"A";"A";"A"
"3H";"2021-11-03T05:00:00Z";"2021-11-03T08:00:00Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-999";"A";"A";"A";"A"
"3H";"2021-11-03T08:00:00Z";"2021-11-03T11:00:00Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-999";"A";"A";"A";"A"
"3H";"2021-11-03T11:00:00Z";"2021-11-03T14:00:00Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-999";"A";"A";"A";"A"
"3H";"2021-11-03T14:00:00Z";"2021-11-03T17:00:00Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-999";"A";"A";"A";"A"
"3H";"2021-11-03T17:00:00Z";"2021-11-03T20:00:00Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-999";"A";"A";"A";"A"
"3H";"2021-11-03T20:00:00Z";"2021-11-03T23:00:00Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-999";"A";"A";"A";"A"
"3H";"2021-11-03T23:00:00Z";"2021-11-04T02:00:00Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-999";"A";"A";"A";"A"
"3H";"2021-11-04T02:00:00Z";"2021-11-04T05:00:00Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-999";"A";"A";"A";"A"
"3H";"2021-11-04T05:00:00Z";"2021-11-04T08:00:00Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-999";"A";"A";"A";"A"
"3H";"2021-11-04T08:00:00Z";"2021-11-04T11:00:00Z";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-999";"A";"A";"A";"A"
"3H";"2021-11-04T11:00:00Z";"2021-11-04T14:00:00Z";"6.4";"8.1";"0";"14.6";"12.2";"23.4";"26.8";"0";"0";"0";"42.7";"0";"0";"5";"A";"A";"A";"A"
"3H";"2021-11-04T14:00:00Z";"2021-11-04T17:00:00Z";"9.3";"11";"6342";"24.2";"14.8";"28.2";"39";"0";"0";"0";"79.2";"0";"0";"9.3";"A";"A";"A";"A"
"3H";"2021-11-04T17:00:00Z";"2021-11-04T20:00:00Z";"6.6";"7.4";"3832";"13.3";"7.5";"14.4";"20.9";"0";"0";"0";"80.6";"0";"0";"8.7";"A";"A";"A";"A"
"3H";"2021-11-04T20:00:00Z";"2021-11-04T23:00:00Z";"6";"6.5";"2972";"8.8";"5";"9.6";"13.8";"0";"0";"0";"81.3";"0";"0";"8.3";"A";"A";"A";"A"
"3H";"2021-11-04T23:00:00Z";"2021-11-05T02:00:00Z";"5.4";"5.8";"1102";"6.5";"2.6";"5";"9.1";"0";"0";"0";"81.5";"0";"0";"8";"A";"A";"A";"A"
"3H";"2021-11-05T02:00:00Z";"2021-11-05T05:00:00Z";"3.3";"3.7";"857";"7";"2.7";"5.2";"9.8";"0";"0";"0";"77.2";"0";"0";"7.9";"A";"A";"A";"A"
"3H";"2021-11-05T05:00:00Z";"2021-11-05T08:00:00Z";"2.3";"3";"2112";"8.5";"6.1";"11.6";"14.5";"0";"0";"0";"77.3";"0";"0";"8";"A";"A";"A";"A"
"3H";"2021-11-05T08:00:00Z";"2021-11-05T11:00:00Z";"2";"2.9";"2707";"9.5";"5.8";"11";"15.2";"0";"0";"0";"74";"0";"0";"9.2";"A";"A";"A";"A"
"3H";"2021-11-05T11:00:00Z";"2021-11-05T14:00:00Z";"2.5";"3.6";"3127";"9.5";"6";"11.5";"15.5";"0";"0";"0";"73.3";"0";"0";"10.3";"A";"A";"A";"A"
"3H";"2021-11-05T14:00:00Z";"2021-11-05T17:00:00Z";"3.5";"5";"7006";"7";"7.9";"15.1";"14.9";"0";"0";"0";"73.7";"0";"0";"10.1";"A";"A";"A";"A"
"3H";"2021-11-05T17:00:00Z";"2021-11-05T20:00:00Z";"3.8";"4.4";"6731";"7.6";"7.1";"13.6";"14.7";"0";"0";"0";"83";"0";"0";"9.8";"A";"A";"A";"A"
"3H";"2021-11-05T20:00:00Z";"2021-11-05T23:00:00Z";"3.9";"4.7";"3050";"6.2";"4.1";"7.9";"10.4";"0";"0";"0";"81.3";"0";"0";"9.7";"A";"A";"A";"A"
"3H";"2021-11-05T23:00:00Z";"2021-11-06T02:00:00Z";"3.7";"4.5";"1949";"4.9";"3.2";"6.2";"8.2";"0";"0";"0";"79.5";"0";"0";"9.6";"A";"A";"A";"A"
"3H";"2021-11-06T02:00:00Z";"2021-11-06T05:00:00Z";"3.4";"4";"1613";"4.2";"2.8";"5.3";"7";"0";"0";"0";"83.3";"0";"0";"9.5";"A";"A";"A";"A"
"3H";"2021-11-06T05:00:00Z";"2021-11-06T08:00:00Z";"4.7";"5.6";"1568";"4.3";"3.4";"6.5";"7.7";"0";"0";"0";"83";"0";"0";"9.9";"A";"A";"A";"A"
"3H";"2021-11-06T08:00:00Z";"2021-11-06T11:00:00Z";"3.8";"4.4";"2482";"5.3";"4.9";"9.3";"10.1";"0";"0";"0";"81.1";"0";"0";"11.1";"A";"A";"A";"A"
"3H";"2021-11-06T11:00:00Z";"2021-11-06T14:00:00Z";"2.4";"2.7";"3275";"6";"5.4";"10.3";"11.4";"0";"0";"0";"82.7";"0";"0";"11.6";"A";"A";"A";"A"
"3H";"2021-11-06T14:00:00Z";"2021-11-06T17:00:00Z";"7";"7.3";"4562";"10.1";"8.9";"17";"18.9";"0";"0";"0";"90.9";"0";"0";"10.5";"A";"A";"A";"A"
"3H";"2021-11-06T17:00:00Z";"2021-11-06T20:00:00Z";"10.1";"10.4";"4971";"10.8";"8.4";"16";"19.2";"0";"0";"0";"92.3";"0";"0";"10.2";"A";"A";"A";"A"
"3H";"2021-11-06T20:00:00Z";"2021-11-06T23:00:00Z";"15";"15.5";"4241";"9.1";"6.9";"13.2";"16";"0";"0";"0";"89";"0";"0";"10.2";"A";"A";"A";"A"
"3H";"2021-11-06T23:00:00Z";"2021-11-07T02:00:00Z";"13.2";"13.5";"3121";"8";"6";"11.6";"14";"0";"0";"0";"91.1";"0";"0";"9.9";"A";"A";"A";"A"
"3H";"2021-11-07T02:00:00Z";"2021-11-07T05:00:00Z";"5.2";"5.4";"2031";"6";"4.2";"8";"10.1";"0";"0";"0";"91.3";"0";"0";"10.1";"A";"A";"A";"A"
"3H";"2021-11-07T05:00:00Z";"2021-11-07T08:00:00Z";"3.5";"4";"1315";"6.9";"3.7";"7";"10.5";"0";"0";"0";"89.1";"0";"0";"9.8";"A";"A";"A";"A"
"3H";"2021-11-07T08:00:00Z";"2021-11-07T11:00:00Z";"3.4";"4.1";"1642";"7.1";"3.7";"7";"10.8";"0";"0";"0";"81.7";"0";"0";"9.7";"A";"A";"A";"A"
"3H";"2021-11-07T11:00:00Z";"2021-11-07T14:00:00Z";"3";"3.8";"2295";"6.5";"4";"7.7";"10.5";"0";"0";"0";"71.3";"0";"0";"10.1";"A";"A";"A";"A"
"3H";"2021-11-07T14:00:00Z";"2021-11-07T17:00:00Z";"2.2";"2.6";"4065";"6.2";"5.7";"10.9";"11.9";"0";"0";"0";"75.2";"0";"0";"9.2";"A";"A";"A";"A"
"3H";"2021-11-07T17:00:00Z";"2021-11-07T20:00:00Z";"3.9";"4.1";"6761";"11.8";"8.6";"16.4";"20.3";"0";"0";"0";"90.8";"0";"0";"8.4";"A";"A";"A";"A"
"3H";"2021-11-07T20:00:00Z";"2021-11-07T23:00:00Z";"4.6";"5";"4394";"15.1";"6.3";"12";"21.4";"0";"0";"0";"92.7";"0";"0";"7.9";"A";"A";"A";"A"
"3H";"2021-11-07T23:00:00Z";"2021-11-08T02:00:00Z";"2.7";"3.1";"2034";"19.9";"3.9";"7.4";"23.8";"0";"0";"0";"89.1";"0";"0";"8.4";"A";"A";"A";"A"
"3H";"2021-11-08T02:00:00Z";"2021-11-08T05:00:00Z";"1.1";"1.3";"1884";"24.6";"4.1";"7.8";"28.7";"0";"0";"0";"89.8";"0";"0";"7.9";"A";"A";"A";"A"
"3H";"2021-11-08T05:00:00Z";"2021-11-08T08:00:00Z";"6.5";"9.4";"10095";"43.1";"17.2";"32.9";"60.3";"0";"0";"0";"87.9";"0";"0";"7.6";"A";"A";"A";"A"
"3H";"2021-11-08T08:00:00Z";"2021-11-08T11:00:00Z";"1.8";"2.3";"6518";"36.1";"15.7";"30.1";"51.9";"0";"0";"0";"89.2";"0";"0";"7.3";"A";"A";"A";"A"
"3H";"2021-11-08T11:00:00Z";"2021-11-08T14:00:00Z";"2.7";"3.4";"7956";"38";"16.7";"31.9";"54.7";"0";"0";"0";"86.5";"0";"0";"7.1";"A";"A";"A";"A"
"3H";"2021-11-08T14:00:00Z";"2021-11-08T17:00:00Z";"3.9";"5.2";"7891";"32.6";"15.1";"28.8";"47.7";"0";"0";"0";"84.3";"0";"0";"6.7";"A";"A";"A";"A"
"3H";"2021-11-08T17:00:00Z";"2021-11-08T20:00:00Z";"3.8";"4.6";"6406";"19.4";"9.4";"18.1";"28.8";"0";"0";"0";"80.6";"0";"0";"6";"A";"A";"A";"A"
"3H";"2021-11-08T20:00:00Z";"2021-11-08T23:00:00Z";"2.6";"3";"4324";"14.9";"6.9";"13.1";"21.8";"0";"0";"0";"77.9";"0";"0";"6";"A";"A";"A";"A"
"3H";"2021-11-08T23:00:00Z";"2021-11-09T02:00:00Z";"1.6";"1.8";"2625";"14.4";"4.9";"9.4";"19.3";"0";"0";"0";"78.5";"0";"0";"6.7";"A";"A";"A";"A"
"3H";"2021-11-09T02:00:00Z";"2021-11-09T05:00:00Z";"1.5";"1.8";"2789";"15.7";"5.6";"10.6";"21.2";"0";"0";"0";"87.3";"0";"0";"7.3";"A";"A";"A";"A"
"3H";"2021-11-09T05:00:00Z";"2021-11-09T08:00:00Z";"2.8";"3.1";"5582";"18.6";"12.7";"24.3";"31.4";"0";"0";"0";"85.4";"0";"0";"8.4";"A";"A";"A";"A"
"3H";"2021-11-09T08:00:00Z";"2021-11-09T11:00:00Z";"4.2";"5.1";"7242";"22.2";"13.8";"26.4";"36";"0";"0";"0";"87.6";"0";"0";"9.7";"A";"A";"A";"A"
"3H";"2021-11-09T11:00:00Z";"2021-11-09T14:00:00Z";"5.6";"7.4";"6456";"20.4";"11.8";"22.5";"32.2";"0";"0";"0";"77.6";"0";"0";"10.3";"A";"A";"A";"A"
"3H";"2021-11-09T14:00:00Z";"2021-11-09T17:00:00Z";"10.1";"11.7";"6699";"15.3";"12.1";"23.2";"27.5";"0";"0";"0";"78.3";"0";"0";"10.3";"A";"A";"A";"A"
"3H";"2021-11-09T17:00:00Z";"2021-11-09T20:00:00Z";"13";"14.4";"5299";"9.7";"10.1";"19.3";"19.8";"0";"0";"0";"79.5";"0";"0";"10.2";"A";"A";"A";"A"
"3H";"2021-11-09T20:00:00Z";"2021-11-09T23:00:00Z";"13.5";"14.8";"4858";"8.4";"9.3";"17.8";"17.7";"0";"0";"0";"79.9";"0";"0";"10.2";"A";"A";"A";"A"
"3H";"2021-11-09T23:00:00Z";"2021-11-10T02:00:00Z";"14.5";"15.8";"3935";"0";"0";"0";"0";"0";"0";"0";"84.6";"0";"0";"10";"A";"A";"NotAvailable";"A"
"3H";"2021-11-10T02:00:00Z";"2021-11-10T05:00:00Z";"13.7";"15";"4858";"13.3";"10";"19";"23.2";"0";"0";"0";"89.1";"0";"0";"9.7";"A";"A";"A";"A"
"3H";"2021-11-10T05:00:00Z";"2021-11-10T08:00:00Z";"13.2";"14.4";"6253";"19.5";"13.7";"26.2";"33.2";"0";"0";"0";"90.7";"0";"0";"9.6";"A";"A";"A";"A"
"3H";"2021-11-10T08:00:00Z";"2021-11-10T11:00:00Z";"13.3";"15.2";"6097";"18.8";"12.8";"24.4";"31.6";"0";"0";"0";"89.3";"0";"0";"10.3";"A";"A";"A";"A"
"3H";"2021-11-10T11:00:00Z";"2021-11-10T14:00:00Z";"13.6";"15.9";"8436";"25.9";"17.1";"32.7";"43";"0";"0";"0";"88.2";"0";"0";"11.3";"A";"A";"A";"A"
"3H";"2021-11-10T14:00:00Z";"2021-11-10T17:00:00Z";"16.7";"18.4";"6553";"22.6";"16.8";"32";"39.3";"0";"0";"0";"92.4";"0";"0";"10.8";"A";"A";"A";"A"
"3H";"2021-11-10T17:00:00Z";"2021-11-10T20:00:00Z";"17.9";"18.8";"6256";"23.8";"14";"26.8";"37.8";"0";"0";"0";"93.4";"0";"0";"10.6";"A";"A";"A";"A"
"3H";"2021-11-10T20:00:00Z";"2021-11-10T23:00:00Z";"15.2";"15.8";"3367";"27.2";"10.2";"19.6";"37.5";"0";"0";"0";"93.7";"0";"0";"10.6";"A";"A";"A";"A"
"3H";"2021-11-10T23:00:00Z";"2021-11-11T02:00:00Z";"14.9";"15.5";"3222";"41.7";"10.6";"20.3";"52.3";"0";"0";"0";"94.4";"0";"0";"10.3";"A";"A";"A";"A"
"3H";"2021-11-11T02:00:00Z";"2021-11-11T05:00:00Z";"12.7";"13.3";"3859";"40.2";"10.2";"19.6";"50.4";"0";"0";"0";"95.2";"0";"0";"10";"A";"A";"A";"A"
"3H";"2021-11-11T05:00:00Z";"2021-11-11T08:00:00Z";"5.2";"5.6";"4943";"33.8";"14.4";"27.6";"48.2";"0";"0";"0";"95.3";"0";"0";"9.8";"A";"A";"A";"A"
