MeanValueType;StartUtc;EndUtc;PM2_5;PM10;PN;NO;NO2;NO2_Microgram;NOx;BC;BC_FF;BC_WB;RH;WD;WS;Temp;PM2_5Index;PM10Index;NO2Index;CphIndex
"1H";"2021-05-17T22:00:00Z";"2021-05-17T23:00:00Z";"9.1";"10.1";"7328";"21.7";"12.4";"23.8";"34.1";"0";"0";"0";"79.7";"279";"0.5";"12";"A";"A";"A";"A"
"1H";"2021-05-17T23:00:00Z";"2021-05-18T00:00:00Z";"9";"10.4";"6744";"17.2";"10.1";"19.3";"27.3";"0";"0";"0";"77.7";"0";"0";"12.2";"A";"A";"A";"A"
"1H";"2021-05-18T00:00:00Z";"2021-05-18T01:00:00Z";"9.3";"10.3";"5894";"21.1";"10.3";"19.6";"31.4";"0";"0";"0";"76.9";"268";"0.7";"12.2";"A";"A";"A";"A"
"1H";"2021-05-18T01:00:00Z";"2021-05-18T02:00:00Z";"9.4";"10.3";"4623";"19.3";"8.9";"17";"28.2";"0";"0";"0";"76.5";"295";"0.6";"12.1";"A";"A";"A";"A"
"1H";"2021-05-18T02:00:00Z";"2021-05-18T03:00:00Z";"9.4";"10.6";"5693";"20.7";"8.9";"17";"29.6";"0";"0";"0";"78.3";"303";"0.3";"11.8";"A";"A";"A";"A"
"1H";"2021-05-18T03:00:00Z";"2021-05-18T04:00:00Z";"9.9";"11.1";"6796";"23.5";"11.9";"22.8";"35.4";"0";"0";"0";"80.9";"266";"0.7";"11.6";"A";"A";"A";"A"
"1H";"2021-05-18T04:00:00Z";"2021-05-18T05:00:00Z";"10";"11.3";"7583";"20";"13.8";"26.4";"33.8";"0";"0";"0";"81.1";"258";"0.6";"11.5";"A";"A";"A";"A"
"1H";"2021-05-18T05:00:00Z";"2021-05-18T06:00:00Z";"11.4";"13.6";"10363";"21";"17";"32.6";"38.1";"0";"0";"0";"83.9";"263";"1.4";"11.5";"A";"A";"A";"A"
"1H";"2021-05-18T06:00:00Z";"2021-05-18T07:00:00Z";"12.2";"15.3";"9901";"27.2";"17.5";"33.4";"44.6";"0";"0";"0";"82.5";"283";"2.2";"12.3";"A";"A";"A";"A"
"1H";"2021-05-18T07:00:00Z";"2021-05-18T08:00:00Z";"13";"15.5";"6609";"19.5";"14.4";"27.5";"33.9";"0";"0";"0";"77.2";"298";"2.6";"12.9";"A";"A";"A";"A"
"1H";"2021-05-18T08:00:00Z";"2021-05-18T09:00:00Z";"13.7";"16.5";"5465";"17.3";"13.1";"25.1";"30.4";"0";"0";"0";"73.1";"300";"2.7";"13.3";"A";"A";"A";"A"
"1H";"2021-05-18T09:00:00Z";"2021-05-18T10:00:00Z";"10.8";"12.9";"4225";"11.1";"10.2";"19.5";"21.3";"0";"0";"0";"69.1";"302";"3.7";"13.3";"A";"A";"A";"A"
"1H";"2021-05-18T10:00:00Z";"2021-05-18T11:00:00Z";"8.3";"11.5";"4990";"15";"10.8";"20.6";"25.8";"0";"0";"0";"60.2";"283";"3.2";"14.4";"A";"A";"A";"A"
"1H";"2021-05-18T11:00:00Z";"2021-05-18T12:00:00Z";"6.5";"9.5";"4591";"10";"10.4";"19.9";"20.4";"0";"0";"0";"56.7";"300";"3.3";"14.5";"A";"A";"A";"A"
"1H";"2021-05-18T12:00:00Z";"2021-05-18T13:00:00Z";"5.9";"9.3";"7839";"11.9";"15.1";"29";"27";"0";"0";"0";"52.8";"286";"3.6";"14.9";"A";"A";"A";"A"
"1H";"2021-05-18T13:00:00Z";"2021-05-18T14:00:00Z";"6";"8.6";"5650";"10.9";"12.1";"23.1";"23";"0";"0";"0";"51.2";"289";"3.2";"15.3";"A";"A";"A";"A"
"1H";"2021-05-18T14:00:00Z";"2021-05-18T15:00:00Z";"6.2";"7.7";"4596";"9.2";"12.2";"23.4";"21.4";"0";"0";"0";"55";"294";"3.3";"14.6";"A";"A";"A";"A"
"1H";"2021-05-18T15:00:00Z";"2021-05-18T16:00:00Z";"6.8";"8.4";"4856";"9.9";"12.3";"23.6";"22.2";"0";"0";"0";"57.5";"296";"3.7";"14.1";"A";"A";"A";"A"
"1H";"2021-05-18T16:00:00Z";"2021-05-18T17:00:00Z";"7.6";"9.2";"5692";"8.1";"11.4";"21.9";"19.6";"0";"0";"0";"60.4";"281";"3.4";"13.7";"A";"A";"A";"A"
"1H";"2021-05-18T17:00:00Z";"2021-05-18T18:00:00Z";"7.8";"9";"4974";"9.2";"10.2";"19.5";"19.4";"0";"0";"0";"59.1";"276";"2.9";"13.8";"A";"A";"A";"A"
"1H";"2021-05-18T18:00:00Z";"2021-05-18T19:00:00Z";"7.3";"8.3";"4089";"7.8";"9.2";"17.7";"17";"0";"0";"0";"61.7";"276";"2.4";"13.5";"A";"A";"A";"A"
"1H";"2021-05-18T19:00:00Z";"2021-05-18T20:00:00Z";"7.1";"8.1";"4158";"9.5";"10.2";"19.5";"19.6";"0";"0";"0";"64";"277";"1.8";"13.2";"A";"A";"A";"A"
"1H";"2021-05-18T20:00:00Z";"2021-05-18T21:00:00Z";"8.8";"10.1";"5772";"12.4";"10.8";"20.6";"23.1";"0";"0";"0";"68.7";"305";"1.6";"12.2";"A";"A";"A";"A"
"1H";"2021-05-18T21:00:00Z";"2021-05-18T22:00:00Z";"8.8";"9.5";"7535";"11.9";"10.6";"20.2";"22.5";"0";"0";"0";"73.4";"293";"1.1";"11.6";"A";"A";"A";"A"
"1H";"2021-05-18T22:00:00Z";"2021-05-18T23:00:00Z";"7.2";"7.7";"4673";"16.1";"9";"17.3";"25.2";"0";"0";"0";"78.9";"275";"1.4";"10.9";"A";"A";"A";"A"
"1H";"2021-05-18T23:00:00Z";"2021-05-19T00:00:00Z";"7.8";"8.3";"4320";"0";"0";"0";"0";"0";"0";"0";"82.8";"279";"1.8";"10.6";"A";"A";"NotAvailable";"A"
"1H";"2021-05-19T00:00:00Z";"2021-05-19T01:00:00Z";"8.4";"9.6";"3786";"0";"0";"0";"0";"0";"0";"0";"85.7";"290";"1.6";"10.4";"A";"A";"NotAvailable";"A"
"1H";"2021-05-19T01:00:00Z";"2021-05-19T02:00:00Z";"7.6";"8.3";"4348";"26.3";"8.8";"16.8";"35.1";"0";"0";"0";"85.6";"315";"1.9";"10.2";"A";"A";"A";"A"
"1H";"2021-05-19T02:00:00Z";"2021-05-19T03:00:00Z";"7.8";"9";"3718";"25.6";"7.8";"14.9";"33.3";"0";"0";"0";"83.5";"319";"1.9";"10.3";"A";"A";"A";"A"
"1H";"2021-05-19T03:00:00Z";"2021-05-19T04:00:00Z";"7";"8.5";"3643";"24.8";"8.2";"15.6";"32.9";"0";"0";"0";"79.9";"311";"1.9";"10.2";"A";"A";"A";"A"
"1H";"2021-05-19T04:00:00Z";"2021-05-19T05:00:00Z";"6.5";"8.6";"5418";"23.3";"13.2";"25.3";"36.6";"0";"0";"0";"74.2";"313";"2.7";"10.6";"A";"A";"A";"A"
"1H";"2021-05-19T05:00:00Z";"2021-05-19T06:00:00Z";"6.7";"10.7";"7519";"31.5";"18.2";"34.7";"49.7";"0";"0";"0";"68.1";"315";"2.8";"11.2";"A";"A";"A";"A"
"1H";"2021-05-19T06:00:00Z";"2021-05-19T07:00:00Z";"6.3";"8.9";"6504";"23.1";"16.9";"32.2";"40";"0";"0";"0";"64.6";"297";"3.2";"11.5";"A";"A";"A";"A"
"1H";"2021-05-19T07:00:00Z";"2021-05-19T08:00:00Z";"5.9";"8.6";"6906";"19";"13.3";"25.4";"32.2";"0";"0";"0";"59.4";"298";"3.7";"12.3";"A";"A";"A";"A"
"1H";"2021-05-19T08:00:00Z";"2021-05-19T09:00:00Z";"5.7";"9";"5510";"14.5";"11.3";"21.7";"25.9";"0";"0";"0";"54.6";"294";"3.9";"12.9";"A";"A";"A";"A"
"1H";"2021-05-19T09:00:00Z";"2021-05-19T10:00:00Z";"5.5";"8.4";"5967";"12.3";"10.1";"19.4";"22.4";"0";"0";"0";"52.1";"300";"4.1";"13.6";"A";"A";"A";"A"
"1H";"2021-05-19T10:00:00Z";"2021-05-19T11:00:00Z";"4.9";"7.2";"4329";"11.1";"10.6";"20.4";"21.8";"0";"0";"0";"51.7";"299";"4.3";"14.2";"A";"A";"A";"A"
"1H";"2021-05-19T11:00:00Z";"2021-05-19T12:00:00Z";"3.8";"6.1";"4082";"11.8";"10.8";"20.6";"22.6";"0";"0";"0";"46.5";"287";"4.3";"15.1";"A";"A";"A";"A"
"1H";"2021-05-19T12:00:00Z";"2021-05-19T13:00:00Z";"4.9";"7.1";"4089";"11.4";"13.5";"25.7";"24.9";"0";"0";"0";"50.5";"294";"4.7";"14.9";"A";"A";"A";"A"
"1H";"2021-05-19T13:00:00Z";"2021-05-19T14:00:00Z";"4.7";"6.8";"5474";"11";"11.5";"22";"22.5";"0";"0";"0";"47.1";"292";"4.9";"15.7";"A";"A";"A";"A"
"1H";"2021-05-19T14:00:00Z";"2021-05-19T15:00:00Z";"5.3";"7.5";"4142";"8.4";"11.4";"21.7";"19.7";"0";"0";"0";"44.8";"287";"4.5";"16.4";"A";"A";"A";"A"
"1H";"2021-05-19T15:00:00Z";"2021-05-19T16:00:00Z";"6";"7.9";"3896";"7.5";"11";"21";"18.5";"0";"0";"0";"48.6";"294";"4.1";"15.9";"A";"A";"A";"A"
"1H";"2021-05-19T16:00:00Z";"2021-05-19T17:00:00Z";"5.3";"6.4";"4915";"6.7";"9.5";"18.2";"16.2";"0";"0";"0";"51.6";"292";"4.4";"14.9";"A";"A";"A";"A"
"1H";"2021-05-19T17:00:00Z";"2021-05-19T18:00:00Z";"5.7";"7";"4756";"6";"8.6";"16.4";"14.6";"0";"0";"0";"56.8";"298";"4.1";"14.1";"A";"A";"A";"A"
"1H";"2021-05-19T18:00:00Z";"2021-05-19T19:00:00Z";"5.7";"11.6";"5914";"6.8";"9.5";"18.2";"16.3";"0";"0";"0";"59";"290";"4";"13.5";"A";"A";"A";"A"
"1H";"2021-05-19T19:00:00Z";"2021-05-19T20:00:00Z";"4.5";"5.7";"5311";"10.1";"9.7";"18.5";"19.8";"0";"0";"0";"63.7";"298";"3.3";"12.6";"A";"A";"A";"A"
"1H";"2021-05-19T20:00:00Z";"2021-05-19T21:00:00Z";"4.9";"6.3";"4851";"9.7";"9.1";"17.5";"18.8";"0";"0";"0";"70.4";"288";"2.6";"11.6";"A";"A";"A";"A"
"1H";"2021-05-19T21:00:00Z";"2021-05-19T22:00:00Z";"4.5";"5";"4923";"10";"7.4";"14.1";"17.4";"0";"0";"0";"74.7";"268";"2.1";"10.9";"A";"A";"A";"A"
"1H";"2021-05-19T22:00:00Z";"2021-05-19T23:00:00Z";"5.4";"5.9";"4926";"11.9";"7.2";"13.7";"19.1";"0";"0";"0";"75.5";"276";"2";"10.8";"A";"A";"A";"A"
"1H";"2021-05-19T23:00:00Z";"2021-05-20T00:00:00Z";"5.4";"5.7";"4305";"12.7";"6.3";"12";"19";"0";"0";"0";"77.2";"274";"2.2";"10.3";"A";"A";"A";"A"
"1H";"2021-05-20T00:00:00Z";"2021-05-20T01:00:00Z";"6.6";"7";"3279";"12.4";"5.3";"10.1";"17.6";"0";"0";"0";"82.7";"262";"2.4";"9.6";"A";"A";"A";"A"
"1H";"2021-05-20T01:00:00Z";"2021-05-20T02:00:00Z";"7.1";"7.5";"2457";"12.3";"4.3";"8.2";"16.6";"0";"0";"0";"83.7";"269";"2.2";"9.1";"A";"A";"A";"A"
"1H";"2021-05-20T02:00:00Z";"2021-05-20T03:00:00Z";"8.9";"9.4";"3009";"12.6";"4.8";"9.1";"17.4";"0";"0";"0";"85.2";"268";"2.5";"8.6";"A";"A";"A";"A"
"1H";"2021-05-20T03:00:00Z";"2021-05-20T04:00:00Z";"9.4";"9.9";"3081";"12.1";"5.4";"10.4";"17.6";"0";"0";"0";"85.8";"268";"2.6";"8.4";"A";"A";"A";"A"
"1H";"2021-05-20T04:00:00Z";"2021-05-20T05:00:00Z";"8";"8.7";"5111";"12.9";"8";"15.2";"20.9";"0";"0";"0";"83";"267";"2.9";"8.8";"A";"A";"A";"A"
"1H";"2021-05-20T05:00:00Z";"2021-05-20T06:00:00Z";"6";"7.4";"7276";"15.3";"12.4";"23.7";"27.7";"0";"0";"0";"76.5";"257";"3.1";"9.7";"A";"A";"A";"A"
"1H";"2021-05-20T06:00:00Z";"2021-05-20T07:00:00Z";"4.9";"8.3";"6175";"13.7";"11";"21";"24.7";"0";"0";"0";"71";"264";"4.7";"10.4";"A";"A";"A";"A"
"1H";"2021-05-20T07:00:00Z";"2021-05-20T08:00:00Z";"4.3";"7.5";"6207";"12.5";"9.1";"17.5";"21.7";"0";"0";"0";"63.4";"272";"4.8";"11";"A";"A";"A";"A"
"1H";"2021-05-20T08:00:00Z";"2021-05-20T09:00:00Z";"4.5";"7.8";"9016";"12";"8.3";"15.9";"20.4";"0";"0";"0";"59.3";"271";"5";"11.4";"A";"A";"A";"A"
"1H";"2021-05-20T09:00:00Z";"2021-05-20T10:00:00Z";"4.7";"9.9";"9413";"12.3";"9.4";"17.9";"21.7";"0";"0";"0";"56.4";"279";"5.5";"11.9";"A";"A";"A";"A"
"1H";"2021-05-20T10:00:00Z";"2021-05-20T11:00:00Z";"4.8";"10.6";"15215";"9.5";"7.3";"14";"16.8";"0";"0";"0";"48.2";"269";"6.3";"12.3";"A";"A";"A";"A"
"1H";"2021-05-20T11:00:00Z";"2021-05-20T12:00:00Z";"5";"10.8";"14944";"10.1";"8.2";"15.6";"18.3";"0";"0";"0";"44.1";"267";"6.5";"13.5";"A";"A";"A";"A"
"1H";"2021-05-20T12:00:00Z";"2021-05-20T13:00:00Z";"5.2";"11.6";"14034";"9.6";"8.5";"16.3";"18.1";"0";"0";"0";"40";"280";"6.5";"14.3";"A";"A";"A";"A"
"1H";"2021-05-20T13:00:00Z";"2021-05-20T14:00:00Z";"5";"10.4";"13809";"8.3";"10.2";"19.5";"18.5";"0";"0";"0";"42.6";"278";"6.3";"14.2";"A";"A";"A";"A"
"1H";"2021-05-20T14:00:00Z";"2021-05-20T15:00:00Z";"4.3";"8.1";"12399";"7.3";"8.7";"16.6";"16";"0";"0";"0";"39.3";"287";"6.1";"14.8";"A";"A";"A";"A"
"1H";"2021-05-20T15:00:00Z";"2021-05-20T16:00:00Z";"4.1";"6.8";"11663";"8";"8.8";"16.9";"16.8";"0";"0";"0";"40.3";"285";"6.2";"14.5";"A";"A";"A";"A"
"1H";"2021-05-20T16:00:00Z";"2021-05-20T17:00:00Z";"4.5";"7.1";"12073";"5.8";"7.8";"14.9";"13.6";"0";"0";"0";"44.9";"290";"6.1";"13.8";"A";"A";"A";"A"
"1H";"2021-05-20T17:00:00Z";"2021-05-20T18:00:00Z";"4.5";"6.7";"12354";"5.6";"7";"13.4";"12.6";"0";"0";"0";"47.2";"280";"5.7";"13";"A";"A";"A";"A"
"1H";"2021-05-20T18:00:00Z";"2021-05-20T19:00:00Z";"4.2";"6";"8862";"6.9";"7.1";"13.5";"14";"0";"0";"0";"48.8";"284";"4.9";"12.3";"A";"A";"A";"A"
"1H";"2021-05-20T19:00:00Z";"2021-05-20T20:00:00Z";"5";"6.8";"9405";"9.6";"8.5";"16.2";"18.1";"0";"0";"0";"53.2";"273";"3.9";"11.4";"A";"A";"A";"A"
"1H";"2021-05-20T20:00:00Z";"2021-05-20T21:00:00Z";"5.6";"7.9";"10623";"15";"12.3";"23.4";"27.2";"0";"0";"0";"55.8";"260";"2.3";"10.8";"A";"A";"A";"A"
"1H";"2021-05-20T21:00:00Z";"2021-05-20T22:00:00Z";"5";"7";"8675";"17.4";"10.7";"20.4";"28.1";"0";"0";"0";"60.6";"240";"1.2";"10";"A";"A";"A";"A"
"1H";"2021-05-20T22:00:00Z";"2021-05-20T23:00:00Z";"5.7";"7.5";"8568";"17.4";"10.5";"20";"27.8";"0";"0";"0";"65.7";"233";"1.2";"9.5";"A";"A";"A";"A"
"1H";"2021-05-20T23:00:00Z";"2021-05-21T00:00:00Z";"5.7";"6.8";"4868";"17.1";"7.5";"14.3";"24.6";"0";"0";"0";"72.1";"221";"1";"9.3";"A";"A";"A";"A"
"1H";"2021-05-21T00:00:00Z";"2021-05-21T01:00:00Z";"5.5";"6.3";"6430";"20.6";"7.6";"14.4";"28.1";"0";"0";"0";"78.5";"216";"1";"9.3";"A";"A";"A";"A"
"1H";"2021-05-21T01:00:00Z";"2021-05-21T02:00:00Z";"5.5";"6.3";"5048";"23.2";"7.8";"15";"31.1";"0";"0";"0";"81";"174";"1";"9.6";"A";"A";"A";"A"
"1H";"2021-05-21T02:00:00Z";"2021-05-21T03:00:00Z";"5";"5.8";"5416";"24.8";"9.7";"18.6";"34.6";"0";"0";"0";"81.9";"166";"0.9";"10";"A";"A";"A";"A"
"1H";"2021-05-21T03:00:00Z";"2021-05-21T04:00:00Z";"5.1";"5.7";"3322";"22.6";"8.8";"16.8";"31.4";"0";"0";"0";"86.1";"135";"0.9";"9.8";"A";"A";"A";"A"
"1H";"2021-05-21T04:00:00Z";"2021-05-21T05:00:00Z";"5";"5.8";"7962";"26.1";"15.3";"29.2";"41.3";"0";"0";"0";"84.4";"207";"1.1";"10";"A";"A";"A";"A"
"1H";"2021-05-21T05:00:00Z";"2021-05-21T06:00:00Z";"8.4";"10.4";"16942";"28.5";"22.2";"42.4";"50.7";"0";"0";"0";"81.5";"130";"1.6";"10.8";"A";"A";"B";"B"
"1H";"2021-05-21T06:00:00Z";"2021-05-21T07:00:00Z";"10.7";"15.2";"8336";"30.2";"18.5";"35.3";"48.6";"0";"0";"0";"82";"133";"2.5";"11.5";"A";"A";"A";"A"
"1H";"2021-05-21T07:00:00Z";"2021-05-21T08:00:00Z";"9.9";"13.2";"6172";"28.3";"14.4";"27.5";"42.7";"0";"0";"0";"71.8";"0";"0";"12.6";"A";"A";"A";"A"
"1H";"2021-05-21T08:00:00Z";"2021-05-21T09:00:00Z";"8.6";"15.6";"5746";"21.1";"12.8";"24.4";"33.8";"0";"0";"0";"61.3";"0";"0";"13.7";"A";"A";"A";"A"
"1H";"2021-05-21T09:00:00Z";"2021-05-21T10:00:00Z";"9.2";"12.4";"5218";"15.4";"11";"20.9";"26.4";"0";"0";"0";"61.2";"0";"0";"14.4";"A";"A";"A";"A"
"1H";"2021-05-21T10:00:00Z";"2021-05-21T11:00:00Z";"11.1";"14";"5508";"12.4";"9.5";"18.2";"21.9";"0";"0";"0";"62.2";"0";"0";"14.9";"A";"A";"A";"A"
"1H";"2021-05-21T11:00:00Z";"2021-05-21T12:00:00Z";"5.8";"7.8";"5484";"11";"11.4";"21.9";"22.4";"0";"0";"0";"71.5";"176";"4.2";"12.6";"A";"A";"A";"A"
"1H";"2021-05-21T12:00:00Z";"2021-05-21T13:00:00Z";"4.9";"6.8";"6223";"16.6";"13.4";"25.6";"30";"0";"0";"0";"67.3";"0";"0";"14.4";"A";"A";"A";"A"
"1H";"2021-05-21T13:00:00Z";"2021-05-21T14:00:00Z";"6";"8.5";"4768";"13.4";"11";"21.1";"24.4";"0";"0";"0";"53.4";"150";"2.7";"17.2";"A";"A";"A";"A"
"1H";"2021-05-21T14:00:00Z";"2021-05-21T15:00:00Z";"9.5";"11.5";"5148";"7.1";"8.9";"17";"16.1";"0";"0";"0";"62.5";"172";"4";"15.4";"A";"A";"A";"A"
"1H";"2021-05-21T15:00:00Z";"2021-05-21T16:00:00Z";"10.1";"12.1";"4896";"8.6";"9.4";"18";"18";"0";"0";"0";"61.4";"180";"3.9";"16.3";"A";"A";"A";"A"
"1H";"2021-05-21T16:00:00Z";"2021-05-21T17:00:00Z";"7.2";"9";"6419";"7.7";"9.4";"18";"17.1";"0";"0";"0";"76.2";"194";"3.2";"12.8";"A";"A";"A";"A"
"1H";"2021-05-21T17:00:00Z";"2021-05-21T18:00:00Z";"5.3";"6.3";"10203";"13";"12.5";"24";"25.6";"0";"0";"0";"76.5";"238";"2.9";"11.9";"A";"A";"A";"A"
"1H";"2021-05-21T18:00:00Z";"2021-05-21T19:00:00Z";"4.2";"4.6";"7314";"14.4";"9.5";"18.2";"24";"0";"0";"0";"71.3";"214";"1.2";"12.3";"A";"A";"A";"A"
"1H";"2021-05-21T19:00:00Z";"2021-05-21T20:00:00Z";"2.7";"3.3";"6341";"12.4";"8.3";"15.9";"20.7";"0";"0";"0";"68.7";"205";"1.4";"12";"A";"A";"A";"A"
"1H";"2021-05-21T20:00:00Z";"2021-05-21T21:00:00Z";"3";"3.7";"6162";"14.9";"8.2";"15.6";"23";"0";"0";"0";"73.4";"218";"2.1";"11.4";"A";"A";"A";"A"
"1H";"2021-05-21T21:00:00Z";"2021-05-21T22:00:00Z";"3.1";"3.7";"5892";"14";"7.3";"14";"21.3";"0";"0";"0";"78";"208";"2.3";"10.9";"A";"A";"A";"A"
"1H";"2021-05-21T22:00:00Z";"2021-05-21T23:00:00Z";"3.8";"4.4";"5348";"16.1";"7.1";"13.5";"23.2";"0";"0";"0";"81.1";"219";"2.1";"10.6";"A";"A";"A";"A"
"1H";"2021-05-21T23:00:00Z";"2021-05-22T00:00:00Z";"3.7";"4.3";"5685";"19.9";"6.9";"13.3";"26.8";"0";"0";"0";"82.5";"211";"1.8";"10.4";"A";"A";"A";"A"
"1H";"2021-05-22T00:00:00Z";"2021-05-22T01:00:00Z";"3.8";"4.4";"5163";"22";"7.3";"14";"29.4";"0";"0";"0";"85.2";"182";"1.2";"10.4";"A";"A";"A";"A"
"1H";"2021-05-22T01:00:00Z";"2021-05-22T02:00:00Z";"4.5";"5.2";"5482";"23.3";"9.2";"17.6";"32.5";"0";"0";"0";"87.8";"159";"1.8";"9.9";"A";"A";"A";"A"
"1H";"2021-05-22T02:00:00Z";"2021-05-22T03:00:00Z";"3.7";"4.6";"5622";"22";"9.1";"17.3";"31.1";"0";"0";"0";"81.7";"155";"2.2";"10.4";"A";"A";"A";"A"
"1H";"2021-05-22T03:00:00Z";"2021-05-22T04:00:00Z";"4.2";"5.6";"5328";"24.3";"8";"15.3";"32.3";"0";"0";"0";"80.6";"162";"3.1";"10.5";"A";"A";"A";"A"
"1H";"2021-05-22T04:00:00Z";"2021-05-22T05:00:00Z";"3.6";"5.3";"4235";"24.4";"8.4";"16";"32.8";"0";"0";"0";"74.9";"168";"2.6";"10.9";"A";"A";"A";"A"
"1H";"2021-05-22T05:00:00Z";"2021-05-22T06:00:00Z";"4.4";"7.9";"5343";"24.6";"9.2";"17.5";"33.8";"0";"0";"0";"66.7";"170";"2.6";"12.3";"A";"A";"A";"A"
"1H";"2021-05-22T06:00:00Z";"2021-05-22T07:00:00Z";"5.3";"9.2";"5211";"20.3";"7.3";"13.9";"27.6";"0";"0";"0";"71.8";"171";"4.3";"12.1";"A";"A";"A";"A"
"1H";"2021-05-22T07:00:00Z";"2021-05-22T08:00:00Z";"5.8";"11.3";"6388";"19";"8.6";"16.5";"27.6";"0";"0";"0";"66.1";"174";"3.6";"13";"A";"A";"A";"A"
"1H";"2021-05-22T08:00:00Z";"2021-05-22T09:00:00Z";"5.8";"10.5";"6200";"15.6";"8.2";"15.6";"23.7";"0";"0";"0";"63.2";"175";"4";"13.5";"A";"A";"A";"A"
"1H";"2021-05-22T09:00:00Z";"2021-05-22T10:00:00Z";"6.5";"11.6";"6745";"14.1";"8.1";"15.5";"22.2";"0";"0";"0";"61.8";"173";"4.4";"14";"A";"A";"A";"A"
"1H";"2021-05-22T10:00:00Z";"2021-05-22T11:00:00Z";"5.9";"12.3";"8794";"12.9";"7.8";"14.8";"20.7";"0";"0";"0";"59";"167";"5.3";"15";"A";"A";"A";"A"
"1H";"2021-05-22T11:00:00Z";"2021-05-22T12:00:00Z";"4.4";"10.6";"14211";"9.6";"6.7";"12.8";"16.3";"0";"0";"0";"54";"166";"5.2";"15.9";"A";"A";"A";"A"
"1H";"2021-05-22T12:00:00Z";"2021-05-22T13:00:00Z";"4.5";"7.7";"11562";"8.6";"10.3";"19.7";"18.9";"0";"0";"0";"64.1";"169";"6";"14";"A";"A";"A";"A"
"1H";"2021-05-22T13:00:00Z";"2021-05-22T14:00:00Z";"3.2";"4.1";"6185";"9.1";"7.9";"15.2";"17";"0";"0";"0";"75.5";"216";"4";"12.8";"A";"A";"A";"A"
"1H";"2021-05-22T14:00:00Z";"2021-05-22T15:00:00Z";"3.1";"3.8";"5463";"11.5";"7.1";"13.7";"18.6";"0";"0";"0";"79.3";"179";"3.1";"12.3";"A";"A";"A";"A"
"1H";"2021-05-22T15:00:00Z";"2021-05-22T16:00:00Z";"2.6";"2.9";"4065";"13.7";"7.1";"13.5";"20.8";"0";"0";"0";"79";"180";"2.8";"12.2";"A";"A";"A";"A"
"1H";"2021-05-22T16:00:00Z";"2021-05-22T17:00:00Z";"3.6";"4";"4678";"16.7";"7.4";"14.1";"24.1";"0";"0";"0";"83.8";"182";"3.4";"11.8";"A";"A";"A";"A"
"1H";"2021-05-22T17:00:00Z";"2021-05-22T18:00:00Z";"4.8";"5.4";"4551";"17.8";"7.4";"14.2";"25.3";"0";"0";"0";"88.1";"171";"3";"11.5";"A";"A";"A";"A"
"1H";"2021-05-22T18:00:00Z";"2021-05-22T19:00:00Z";"6.1";"6.8";"4178";"21.7";"8";"15.2";"29.6";"0";"0";"0";"88.2";"182";"3";"11.5";"A";"A";"A";"A"
"1H";"2021-05-22T19:00:00Z";"2021-05-22T20:00:00Z";"6.2";"6.8";"4530";"22.9";"7.4";"14.1";"30.3";"0";"0";"0";"87.2";"176";"3";"11.6";"A";"A";"A";"A"
"1H";"2021-05-22T20:00:00Z";"2021-05-22T21:00:00Z";"6.4";"6.9";"4081";"19.1";"6.9";"13.3";"26";"0";"0";"0";"87.9";"167";"2.9";"11.4";"A";"A";"A";"A"
"1H";"2021-05-22T21:00:00Z";"2021-05-22T22:00:00Z";"6";"6.4";"5086";"18";"6.3";"12.1";"24.3";"0";"0";"0";"86.6";"186";"3.3";"11.2";"A";"A";"A";"A"
"1H";"2021-05-22T22:00:00Z";"2021-05-22T23:00:00Z";"5.7";"6.4";"2866";"16.9";"6.6";"12.7";"23.5";"0";"0";"0";"84.9";"196";"3";"11.1";"A";"A";"A";"A"
"1H";"2021-05-22T23:00:00Z";"2021-05-23T00:00:00Z";"4.9";"5.5";"2017";"15.3";"5.5";"10.5";"20.8";"0";"0";"0";"82.8";"205";"3.1";"11.1";"A";"A";"A";"A"
"1H";"2021-05-23T00:00:00Z";"2021-05-23T01:00:00Z";"3.7";"4.2";"2016";"14.9";"4.5";"8.6";"19.4";"0";"0";"0";"84.2";"203";"3.4";"10.7";"A";"A";"A";"A"
"1H";"2021-05-23T01:00:00Z";"2021-05-23T02:00:00Z";"2.9";"3.2";"1430";"14";"4.5";"8.6";"18.5";"0";"0";"0";"88.5";"206";"3.7";"10.4";"A";"A";"A";"A"
"1H";"2021-05-23T02:00:00Z";"2021-05-23T03:00:00Z";"2.8";"3.1";"1326";"13.6";"4.5";"8.6";"18";"0";"0";"0";"91.2";"219";"3.1";"10.1";"A";"A";"A";"A"
"1H";"2021-05-23T03:00:00Z";"2021-05-23T04:00:00Z";"4.6";"5.1";"1080";"13.1";"4.4";"8.5";"17.6";"0";"0";"0";"89.2";"219";"2.9";"10.1";"A";"A";"A";"A"
"1H";"2021-05-23T04:00:00Z";"2021-05-23T05:00:00Z";"3.7";"4.3";"1321";"13.8";"4";"7.7";"17.8";"0";"0";"0";"84.8";"233";"3.5";"10.1";"A";"A";"A";"A"
"1H";"2021-05-23T05:00:00Z";"2021-05-23T06:00:00Z";"3.1";"3.8";"1247";"13.1";"4.5";"8.6";"17.6";"0";"0";"0";"83.1";"241";"4.1";"10";"A";"A";"A";"A"
