MeanValueType;StartUtc;EndUtc;PM2_5;PM10;PN;NO;NO2;NO2_Microgram;NOx;BC;BC_FF;BC_WB;RH;WD;WS;Temp;PM2_5Index;PM10Index;NO2Index;CphIndex
"1H";"2021-04-25T22:00:00Z";"2021-04-25T23:00:00Z";"3.7";"7.8";"8139";"10.2";"12.2";"23.4";"22.5";"0";"0";"0";"59.8";"320";"2.3";"4.5";"A";"A";"A";"A"
"1H";"2021-04-25T23:00:00Z";"2021-04-26T00:00:00Z";"4";"7.7";"8691";"10.8";"10.7";"20.4";"21.5";"0";"0";"0";"61.1";"311";"1.8";"4";"A";"A";"A";"A"
"1H";"2021-04-26T00:00:00Z";"2021-04-26T01:00:00Z";"3.9";"6.4";"8530";"8.3";"7.8";"15";"16.1";"0";"0";"0";"62.6";"307";"2";"3.2";"A";"A";"A";"A"
"1H";"2021-04-26T01:00:00Z";"2021-04-26T02:00:00Z";"3.9";"6.9";"7904";"8.1";"8";"15.4";"16.2";"0";"0";"0";"65";"311";"1.8";"2.8";"A";"A";"A";"A"
"1H";"2021-04-26T02:00:00Z";"2021-04-26T03:00:00Z";"3.5";"6.5";"7010";"8";"7.6";"14.6";"15.6";"0";"0";"0";"67.2";"304";"1.5";"2.7";"A";"A";"A";"A"
"1H";"2021-04-26T03:00:00Z";"2021-04-26T04:00:00Z";"2.8";"5.5";"6838";"9.5";"11.3";"21.6";"20.8";"0";"0";"0";"72.1";"360";"0.9";"3.8";"A";"A";"A";"A"
"1H";"2021-04-26T04:00:00Z";"2021-04-26T05:00:00Z";"5";"12.1";"11925";"11";"17.3";"33.1";"28.3";"0";"0";"0";"73.2";"196";"0.6";"3.5";"A";"A";"A";"A"
"1H";"2021-04-26T05:00:00Z";"2021-04-26T06:00:00Z";"3.4";"4.4";"9874";"12.1";"18";"34.4";"30.1";"0";"0";"0";"81.7";"281";"2.3";"3.1";"A";"A";"A";"A"
"1H";"2021-04-26T06:00:00Z";"2021-04-26T07:00:00Z";"2.7";"5.8";"6764";"9.5";"14.4";"27.6";"23.9";"0";"0";"0";"67.1";"290";"3.3";"4.8";"A";"A";"A";"A"
"1H";"2021-04-26T07:00:00Z";"2021-04-26T08:00:00Z";"2.5";"5.5";"7615";"9.4";"11.9";"22.8";"21.3";"0";"0";"0";"61.6";"308";"4.8";"5.4";"A";"A";"A";"A"
"1H";"2021-04-26T08:00:00Z";"2021-04-26T09:00:00Z";"2.2";"5.4";"6131";"8.4";"7.8";"15";"16.2";"0";"0";"0";"49.1";"312";"2.2";"6.4";"A";"A";"A";"A"
"1H";"2021-04-26T09:00:00Z";"2021-04-26T10:00:00Z";"1.9";"3.7";"4781";"11.4";"9.3";"17.9";"20.7";"0";"0";"0";"69";"279";"2.5";"5";"A";"A";"A";"A"
"1H";"2021-04-26T10:00:00Z";"2021-04-26T11:00:00Z";"2.8";"5.3";"8355";"8.7";"8";"15.2";"16.7";"0";"0";"0";"51.3";"156";"1.9";"7.1";"A";"A";"A";"A"
"1H";"2021-04-26T11:00:00Z";"2021-04-26T12:00:00Z";"2.6";"5.2";"10475";"11.8";"11.2";"21.5";"23.1";"0";"0";"0";"46.2";"176";"1.1";"7.5";"A";"A";"A";"A"
"1H";"2021-04-26T12:00:00Z";"2021-04-26T13:00:00Z";"2.9";"7";"10981";"11.8";"9.4";"17.9";"21.2";"0";"0";"0";"40.2";"309";"2.9";"8.5";"A";"A";"A";"A"
"1H";"2021-04-26T13:00:00Z";"2021-04-26T14:00:00Z";"2.2";"4.5";"7823";"12.2";"8.1";"15.5";"20.4";"0";"0";"0";"36.4";"339";"3.6";"8.3";"A";"A";"A";"A"
"1H";"2021-04-26T14:00:00Z";"2021-04-26T15:00:00Z";"2.3";"4.9";"9251";"14.6";"11.7";"22.3";"26.2";"0";"0";"0";"31.3";"325";"3.5";"9.5";"A";"A";"A";"A"
"1H";"2021-04-26T15:00:00Z";"2021-04-26T16:00:00Z";"2";"4";"7535";"13";"10.1";"19.3";"23.1";"0";"0";"0";"30.9";"321";"4.3";"9.9";"A";"A";"A";"A"
"1H";"2021-04-26T16:00:00Z";"2021-04-26T17:00:00Z";"2.1";"3.5";"7827";"10.8";"9.3";"17.9";"20.1";"0";"0";"0";"33.1";"325";"3.8";"8.9";"A";"A";"A";"A"
"1H";"2021-04-26T17:00:00Z";"2021-04-26T18:00:00Z";"2.1";"3.8";"7593";"12";"9.9";"18.9";"21.9";"0";"0";"0";"34.1";"318";"3.2";"8.1";"A";"A";"A";"A"
"1H";"2021-04-26T18:00:00Z";"2021-04-26T19:00:00Z";"4";"12.3";"8968";"16.1";"15.3";"29.2";"31.4";"0";"0";"0";"36.2";"352";"2.7";"7.2";"A";"A";"A";"A"
"1H";"2021-04-26T19:00:00Z";"2021-04-26T20:00:00Z";"3";"4.8";"15317";"16";"18.4";"35.2";"34.4";"0";"0";"0";"41.9";"346";"2";"6.1";"A";"A";"A";"A"
"1H";"2021-04-26T20:00:00Z";"2021-04-26T21:00:00Z";"3.6";"5.4";"11832";"17.7";"15.8";"30.3";"33.5";"0";"0";"0";"50.3";"324";"1.5";"5.2";"A";"A";"A";"A"
"1H";"2021-04-26T21:00:00Z";"2021-04-26T22:00:00Z";"3.3";"6.3";"11147";"11.2";"18.4";"35.2";"29.6";"0";"0";"0";"55.2";"301";"0.9";"4.9";"A";"A";"A";"A"
"1H";"2021-04-26T22:00:00Z";"2021-04-26T23:00:00Z";"4.1";"6.3";"12859";"9.7";"17.7";"33.8";"27.4";"0";"0";"0";"58.5";"294";"0.8";"4.2";"A";"A";"A";"A"
"1H";"2021-04-26T23:00:00Z";"2021-04-27T00:00:00Z";"3.7";"4.8";"9524";"9.1";"13.7";"26.2";"22.9";"0";"0";"0";"60.9";"282";"0.7";"3.7";"A";"A";"A";"A"
"1H";"2021-04-27T00:00:00Z";"2021-04-27T01:00:00Z";"5.8";"6.9";"11864";"8.2";"13.3";"25.4";"21.5";"0";"0";"0";"63.5";"290";"0.8";"2.9";"A";"A";"A";"A"
"1H";"2021-04-27T01:00:00Z";"2021-04-27T02:00:00Z";"5.6";"6.4";"8364";"9.2";"10";"19.1";"19.2";"0";"0";"0";"66.3";"300";"1.1";"2.4";"A";"A";"A";"A"
"1H";"2021-04-27T02:00:00Z";"2021-04-27T03:00:00Z";"5.3";"6.6";"8172";"9.2";"10.3";"19.6";"19.4";"0";"0";"0";"69.1";"287";"1";"2.2";"A";"A";"A";"A"
"1H";"2021-04-27T03:00:00Z";"2021-04-27T04:00:00Z";"6.9";"10";"9360";"8.9";"13.1";"25.1";"22";"0";"0";"0";"71.6";"284";"1.1";"2";"A";"A";"A";"A"
"1H";"2021-04-27T04:00:00Z";"2021-04-27T05:00:00Z";"9";"12.3";"15221";"20.6";"20.6";"39.4";"41.2";"0";"0";"0";"74.5";"291";"0.9";"1.9";"A";"A";"A";"A"
"1H";"2021-04-27T05:00:00Z";"2021-04-27T06:00:00Z";"9.6";"16.6";"21395";"27.9";"26.2";"50.2";"54.1";"0";"0";"0";"74.4";"289";"1";"3.1";"A";"A";"B";"B"
"1H";"2021-04-27T06:00:00Z";"2021-04-27T07:00:00Z";"7";"14.4";"15725";"26";"27.1";"51.8";"53";"0";"0";"0";"67.3";"309";"1.2";"5.5";"A";"A";"B";"B"
"1H";"2021-04-27T07:00:00Z";"2021-04-27T08:00:00Z";"4.9";"9.5";"8616";"12.9";"12.9";"24.7";"25.8";"0";"0";"0";"57.3";"355";"1.6";"7.2";"A";"A";"A";"A"
"1H";"2021-04-27T08:00:00Z";"2021-04-27T09:00:00Z";"3.9";"10.5";"7846";"8.8";"7.6";"14.6";"16.5";"0";"0";"0";"50.7";"25";"1.5";"7.9";"A";"A";"A";"A"
"1H";"2021-04-27T09:00:00Z";"2021-04-27T10:00:00Z";"3.3";"9.9";"5410";"8.4";"5.6";"10.8";"14.1";"0";"0";"0";"36";"36";"1.8";"8.7";"A";"A";"A";"A"
"1H";"2021-04-27T10:00:00Z";"2021-04-27T11:00:00Z";"3.1";"9.5";"5061";"11.4";"7";"13.4";"18.4";"0";"0";"0";"33.7";"93";"2";"9.6";"A";"A";"A";"A"
"1H";"2021-04-27T11:00:00Z";"2021-04-27T12:00:00Z";"4.7";"15.7";"7753";"17.9";"25.2";"48.2";"43.1";"0";"0";"0";"30.4";"126";"2.2";"11.7";"A";"A";"B";"B"
"1H";"2021-04-27T12:00:00Z";"2021-04-27T13:00:00Z";"4";"14.6";"10326";"15.5";"13.3";"25.5";"28.9";"0";"0";"0";"28";"124";"3.2";"13.2";"A";"A";"A";"A"
"1H";"2021-04-27T13:00:00Z";"2021-04-27T14:00:00Z";"4";"15.9";"8400";"12.6";"11.2";"21.4";"23.8";"0";"0";"0";"27.8";"124";"3.2";"13.9";"A";"A";"A";"A"
"1H";"2021-04-27T14:00:00Z";"2021-04-27T15:00:00Z";"3.3";"11.7";"6412";"8.4";"8.5";"16.3";"16.9";"0";"0";"0";"30.1";"115";"2.9";"13.4";"A";"A";"A";"A"
"1H";"2021-04-27T15:00:00Z";"2021-04-27T16:00:00Z";"3.3";"9.6";"5941";"6.3";"7.7";"14.7";"14";"0";"0";"0";"30.6";"114";"2.4";"12.2";"A";"A";"A";"A"
"1H";"2021-04-27T16:00:00Z";"2021-04-27T17:00:00Z";"2.6";"4.7";"4066";"5.7";"7.1";"13.6";"12.8";"0";"0";"0";"25.9";"161";"2.2";"11.1";"A";"A";"A";"A"
"1H";"2021-04-27T17:00:00Z";"2021-04-27T18:00:00Z";"3.7";"7.6";"5811";"8.1";"9.6";"18.3";"17.7";"0";"0";"0";"28";"179";"2.5";"9.7";"A";"A";"A";"A"
"1H";"2021-04-27T18:00:00Z";"2021-04-27T19:00:00Z";"4.4";"7.4";"6435";"13";"11.8";"22.5";"24.8";"0";"0";"0";"27.9";"170";"2";"8.6";"A";"A";"A";"A"
"1H";"2021-04-27T19:00:00Z";"2021-04-27T20:00:00Z";"6";"9.3";"9259";"17.4";"15.6";"29.9";"33.1";"0";"0";"0";"45.8";"167";"1.3";"7.7";"A";"A";"A";"A"
"1H";"2021-04-27T20:00:00Z";"2021-04-27T21:00:00Z";"6.6";"9.7";"10564";"16.7";"17";"32.5";"33.7";"0";"0";"0";"52.2";"157";"0.8";"7.3";"A";"A";"A";"A"
"1H";"2021-04-27T21:00:00Z";"2021-04-27T22:00:00Z";"8.4";"12.4";"12696";"21.4";"20.5";"39.2";"41.9";"0";"0";"0";"56.4";"304";"0.4";"6.5";"A";"A";"A";"A"
"1H";"2021-04-27T22:00:00Z";"2021-04-27T23:00:00Z";"7.5";"12.2";"10815";"22.1";"18.2";"34.9";"40.3";"0";"0";"0";"60.3";"354";"0.5";"5.6";"A";"A";"A";"A"
"1H";"2021-04-27T23:00:00Z";"2021-04-28T00:00:00Z";"10.7";"13.7";"11566";"0";"0";"0";"0";"0";"0";"0";"64";"0";"0";"5.2";"A";"A";"NotAvailable";"A"
"1H";"2021-04-28T00:00:00Z";"2021-04-28T01:00:00Z";"8.6";"11.3";"7986";"0";"0";"0";"0";"0";"0";"0";"70.3";"95";"0.8";"5.1";"A";"A";"NotAvailable";"A"
"1H";"2021-04-28T01:00:00Z";"2021-04-28T02:00:00Z";"11.6";"13.3";"6750";"19.9";"14.7";"28.1";"34.6";"0";"0";"0";"74.7";"103";"0.6";"4.8";"A";"A";"A";"A"
"1H";"2021-04-28T02:00:00Z";"2021-04-28T03:00:00Z";"11";"12.8";"6535";"21.2";"12.7";"24.2";"33.9";"0";"0";"0";"79.1";"119";"1.3";"4.4";"A";"A";"A";"A"
"1H";"2021-04-28T03:00:00Z";"2021-04-28T04:00:00Z";"12.7";"16.3";"12894";"27.7";"24.7";"47.2";"52.4";"0";"0";"0";"79";"114";"1.3";"4.3";"A";"A";"B";"B"
"1H";"2021-04-28T04:00:00Z";"2021-04-28T05:00:00Z";"10.5";"16.4";"10107";"16.9";"23.7";"45.4";"40.7";"0";"0";"0";"74.7";"118";"1.1";"5";"A";"A";"B";"B"
"1H";"2021-04-28T05:00:00Z";"2021-04-28T06:00:00Z";"9.3";"17.8";"9202";"17.2";"21.5";"41";"38.6";"0";"0";"0";"67.9";"116";"0.8";"6.2";"A";"A";"B";"B"
"1H";"2021-04-28T06:00:00Z";"2021-04-28T07:00:00Z";"8.4";"22.3";"8472";"19.8";"19.1";"36.5";"38.9";"0";"0";"0";"54.5";"122";"1.5";"7.7";"A";"B";"A";"B"
"1H";"2021-04-28T07:00:00Z";"2021-04-28T08:00:00Z";"6.7";"14.9";"7317";"16.2";"13.6";"26.1";"29.8";"0";"0";"0";"45.4";"126";"2";"8.8";"A";"A";"A";"A"
"1H";"2021-04-28T08:00:00Z";"2021-04-28T09:00:00Z";"8.4";"17.7";"7032";"13.7";"12.7";"24.4";"26.5";"0";"0";"0";"48.8";"127";"2.4";"9.1";"A";"A";"A";"A"
"1H";"2021-04-28T09:00:00Z";"2021-04-28T10:00:00Z";"8.1";"19.9";"6335";"13.4";"11.5";"22";"24.9";"0";"0";"0";"43.2";"108";"2.5";"10.2";"A";"A";"A";"A"
"1H";"2021-04-28T10:00:00Z";"2021-04-28T11:00:00Z";"8.1";"19.1";"9172";"15";"11";"21";"26";"0";"0";"0";"43";"129";"3.3";"11.7";"A";"A";"A";"A"
"1H";"2021-04-28T11:00:00Z";"2021-04-28T12:00:00Z";"8.7";"26.4";"7081";"17.3";"10.8";"20.7";"28.1";"0";"0";"0";"40.2";"141";"3";"12.9";"A";"B";"A";"B"
"1H";"2021-04-28T12:00:00Z";"2021-04-28T13:00:00Z";"13.5";"27.5";"6528";"15.4";"10.9";"20.8";"26.2";"0";"0";"0";"31.8";"130";"4.2";"14.1";"A";"B";"A";"B"
"1H";"2021-04-28T13:00:00Z";"2021-04-28T14:00:00Z";"13.5";"31.8";"6849";"10.2";"11.2";"21.5";"21.4";"0";"0";"0";"28.7";"122";"4";"14.3";"A";"B";"A";"B"
"1H";"2021-04-28T14:00:00Z";"2021-04-28T15:00:00Z";"8.6";"16.8";"4847";"7.6";"10.2";"19.5";"17.8";"0";"0";"0";"28.8";"124";"4.1";"13.3";"A";"A";"A";"A"
"1H";"2021-04-28T15:00:00Z";"2021-04-28T16:00:00Z";"9.5";"16.7";"4345";"8.7";"11.4";"21.7";"20";"0";"0";"0";"29.2";"137";"3.6";"13.8";"A";"A";"A";"A"
"1H";"2021-04-28T16:00:00Z";"2021-04-28T17:00:00Z";"9.9";"15.2";"4475";"4.6";"8.6";"16.5";"13.2";"0";"0";"0";"35.9";"134";"3.3";"12";"A";"A";"A";"A"
"1H";"2021-04-28T17:00:00Z";"2021-04-28T18:00:00Z";"12.4";"18.9";"4985";"6.4";"7.6";"14.5";"14";"0";"0";"0";"39.8";"125";"2.6";"10.9";"A";"A";"A";"A"
"1H";"2021-04-28T18:00:00Z";"2021-04-28T19:00:00Z";"11.9";"18.2";"6627";"8.6";"9.3";"17.8";"17.9";"0";"0";"0";"45.1";"87";"1.3";"10.2";"A";"A";"A";"A"
"1H";"2021-04-28T19:00:00Z";"2021-04-28T20:00:00Z";"12.1";"18.8";"5634";"10.6";"8.5";"16.3";"19.1";"0";"0";"0";"48.4";"68";"0.9";"9.7";"A";"A";"A";"A"
"1H";"2021-04-28T20:00:00Z";"2021-04-28T21:00:00Z";"13";"18.8";"4668";"9.5";"8";"15.3";"17.5";"0";"0";"0";"47.1";"94";"1.5";"9";"A";"A";"A";"A"
"1H";"2021-04-28T21:00:00Z";"2021-04-28T22:00:00Z";"14.3";"18.3";"4021";"9.2";"7.6";"14.5";"16.7";"0";"0";"0";"55.2";"109";"2.4";"7.8";"A";"A";"A";"A"
"1H";"2021-04-28T22:00:00Z";"2021-04-28T23:00:00Z";"13.6";"16.4";"3834";"9.1";"7.1";"13.5";"16.1";"0";"0";"0";"61";"99";"1.5";"7.3";"A";"A";"A";"A"
"1H";"2021-04-28T23:00:00Z";"2021-04-29T00:00:00Z";"12.4";"14.5";"4145";"8.4";"7.4";"14.1";"15.8";"0";"0";"0";"65.3";"78";"1.6";"6.6";"A";"A";"A";"A"
"1H";"2021-04-29T00:00:00Z";"2021-04-29T01:00:00Z";"11.6";"13.2";"4436";"8.2";"7.8";"15";"16";"0";"0";"0";"68.5";"69";"2.2";"6.5";"A";"A";"A";"A"
"1H";"2021-04-29T01:00:00Z";"2021-04-29T02:00:00Z";"13.3";"14.6";"3580";"8.1";"6.7";"12.8";"14.8";"0";"0";"0";"72.5";"68";"1.5";"6.3";"A";"A";"A";"A"
"1H";"2021-04-29T02:00:00Z";"2021-04-29T03:00:00Z";"15.4";"16.7";"3461";"8.8";"6";"11.4";"14.8";"0";"0";"0";"76.2";"57";"1.5";"6";"A";"A";"A";"A"
"1H";"2021-04-29T03:00:00Z";"2021-04-29T04:00:00Z";"15.9";"17.4";"3628";"6.1";"6";"11.6";"12.2";"0";"0";"0";"77.6";"65";"2";"5.8";"A";"A";"A";"A"
"1H";"2021-04-29T04:00:00Z";"2021-04-29T05:00:00Z";"13.9";"16.7";"3594";"6";"6.3";"12";"12.3";"0";"0";"0";"75.6";"59";"2.4";"5.9";"A";"A";"A";"A"
"1H";"2021-04-29T05:00:00Z";"2021-04-29T06:00:00Z";"13.3";"19.1";"4170";"6.5";"8.1";"15.5";"14.6";"0";"0";"0";"74";"69";"2.4";"6.3";"A";"A";"A";"A"
"1H";"2021-04-29T06:00:00Z";"2021-04-29T07:00:00Z";"12.8";"17";"4365";"6.8";"7.6";"14.5";"14.4";"0";"0";"0";"72";"68";"2.3";"6.8";"A";"A";"A";"A"
"1H";"2021-04-29T07:00:00Z";"2021-04-29T08:00:00Z";"12.9";"18";"4068";"7.2";"7.1";"13.6";"14.3";"0";"0";"0";"67.9";"47";"2.6";"7.4";"A";"A";"A";"A"
"1H";"2021-04-29T08:00:00Z";"2021-04-29T09:00:00Z";"13.1";"19.3";"4636";"8.2";"8.1";"15.5";"16.3";"0";"0";"0";"63";"41";"3.8";"8.6";"A";"A";"A";"A"
"1H";"2021-04-29T09:00:00Z";"2021-04-29T10:00:00Z";"15";"27.1";"5180";"6.6";"8.7";"16.6";"15.3";"0";"0";"0";"60.6";"44";"4";"9.5";"A";"B";"A";"B"
"1H";"2021-04-29T10:00:00Z";"2021-04-29T11:00:00Z";"16.7";"30.8";"4867";"7.4";"8";"15.3";"15.4";"0";"0";"0";"52.6";"44";"3.9";"10.9";"A";"B";"A";"B"
"1H";"2021-04-29T11:00:00Z";"2021-04-29T12:00:00Z";"17.8";"34.1";"6503";"7.8";"8.6";"16.4";"16.4";"0";"0";"0";"50.7";"68";"2.9";"11.4";"A";"B";"A";"B"
"1H";"2021-04-29T12:00:00Z";"2021-04-29T13:00:00Z";"18.8";"31.6";"7531";"10.1";"10.5";"20.1";"20.6";"0";"0";"0";"51.3";"80";"2.7";"11.7";"A";"B";"A";"B"
"1H";"2021-04-29T13:00:00Z";"2021-04-29T14:00:00Z";"19.5";"29.6";"5480";"9.6";"9.5";"18.2";"19.1";"0";"0";"0";"48.5";"56";"2.7";"12.2";"A";"B";"A";"B"
"1H";"2021-04-29T14:00:00Z";"2021-04-29T15:00:00Z";"19.6";"26.4";"4909";"8.1";"7.9";"15.1";"16";"0";"0";"0";"49.4";"99";"2.4";"11.9";"A";"B";"A";"B"
"1H";"2021-04-29T15:00:00Z";"2021-04-29T16:00:00Z";"22.2";"29.1";"5247";"8.5";"8.4";"16";"16.9";"0";"0";"0";"59.5";"75";"3";"10.6";"B";"B";"A";"B"
"1H";"2021-04-29T16:00:00Z";"2021-04-29T17:00:00Z";"24.2";"26.2";"6819";"9.2";"9.2";"17.7";"18.4";"0";"0";"0";"81.4";"86";"3.3";"8";"B";"B";"A";"B"
"1H";"2021-04-29T17:00:00Z";"2021-04-29T18:00:00Z";"21.9";"22.8";"4747";"8.4";"8.8";"16.8";"17.2";"0";"0";"0";"86.1";"91";"3";"7.5";"B";"B";"A";"B"
"1H";"2021-04-29T18:00:00Z";"2021-04-29T19:00:00Z";"22.4";"23.6";"5057";"9.6";"8.6";"16.4";"18.2";"0";"0";"0";"87.2";"60";"2.6";"7.3";"B";"B";"A";"B"
"1H";"2021-04-29T19:00:00Z";"2021-04-29T20:00:00Z";"23";"23.7";"4152";"7.9";"7";"13.4";"14.9";"0";"0";"0";"86.7";"54";"2.5";"7.1";"B";"B";"A";"B"
"1H";"2021-04-29T20:00:00Z";"2021-04-29T21:00:00Z";"21.1";"21.6";"3521";"7.9";"7.3";"13.9";"15.2";"0";"0";"0";"86.2";"54";"3.2";"6.8";"B";"B";"A";"B"
"1H";"2021-04-29T21:00:00Z";"2021-04-29T22:00:00Z";"19.4";"20";"3052";"5";"6.1";"11.7";"11.1";"0";"0";"0";"84.5";"45";"3.4";"6.7";"A";"A";"A";"A"
"1H";"2021-04-29T22:00:00Z";"2021-04-29T23:00:00Z";"18.2";"18.8";"2984";"6.1";"5.8";"11.2";"12";"0";"0";"0";"84.1";"41";"3.7";"6.5";"A";"A";"A";"A"
"1H";"2021-04-29T23:00:00Z";"2021-04-30T00:00:00Z";"15.9";"16.6";"3361";"5.1";"6.3";"12";"11.4";"0";"0";"0";"83.7";"43";"3.3";"6.5";"A";"A";"A";"A"
"1H";"2021-04-30T00:00:00Z";"2021-04-30T01:00:00Z";"14.4";"15.1";"2922";"3";"5";"9.6";"8";"0";"0";"0";"81.7";"29";"2.9";"6.7";"A";"A";"A";"A"
"1H";"2021-04-30T01:00:00Z";"2021-04-30T02:00:00Z";"12.2";"12.9";"2490";"2.5";"4.4";"8.4";"6.9";"0";"0";"0";"80.1";"24";"3.1";"6.6";"A";"A";"A";"A"
"1H";"2021-04-30T02:00:00Z";"2021-04-30T03:00:00Z";"10.4";"11.2";"2513";"1.6";"4.6";"8.9";"6.3";"0";"0";"0";"75.4";"18";"2.7";"6.6";"A";"A";"A";"A"
"1H";"2021-04-30T03:00:00Z";"2021-04-30T04:00:00Z";"8.9";"9.6";"2500";"2.9";"5.3";"10.2";"8.2";"0";"0";"0";"72.3";"5";"2.6";"6.5";"A";"A";"A";"A"
"1H";"2021-04-30T04:00:00Z";"2021-04-30T05:00:00Z";"6.8";"7.5";"2445";"1.7";"6";"11.5";"7.7";"0";"0";"0";"70.5";"359";"2.6";"6";"A";"A";"A";"A"
"1H";"2021-04-30T05:00:00Z";"2021-04-30T06:00:00Z";"4.8";"5.7";"2148";"2.4";"5.8";"11";"8.2";"0";"0";"0";"63.8";"11";"2.3";"6.2";"A";"A";"A";"A"
"1H";"2021-04-30T06:00:00Z";"2021-04-30T07:00:00Z";"4.6";"5.6";"2069";"2.3";"4.3";"8.3";"6.6";"0";"0";"0";"58.7";"22";"2.8";"6.7";"A";"A";"A";"A"
"1H";"2021-04-30T07:00:00Z";"2021-04-30T08:00:00Z";"4.4";"5.7";"2920";"3.9";"4.9";"9.3";"8.8";"0";"0";"0";"54.2";"26";"2.7";"7.8";"A";"A";"A";"A"
"1H";"2021-04-30T08:00:00Z";"2021-04-30T09:00:00Z";"5.2";"6.3";"3609";"4.1";"4.3";"8.2";"8.4";"0";"0";"0";"52";"26";"2.5";"8.7";"A";"A";"A";"A"
"1H";"2021-04-30T09:00:00Z";"2021-04-30T10:00:00Z";"5.8";"7.5";"6234";"6.9";"5.7";"11";"12.6";"0";"0";"0";"47.8";"3";"2";"10.1";"A";"A";"A";"A"
"1H";"2021-04-30T10:00:00Z";"2021-04-30T11:00:00Z";"6.1";"8.1";"7222";"7.1";"5.5";"10.6";"12.7";"0";"0";"0";"45.9";"14";"1.6";"10.9";"A";"A";"A";"A"
"1H";"2021-04-30T11:00:00Z";"2021-04-30T12:00:00Z";"7.2";"9";"4392";"9.5";"6.3";"12.1";"15.8";"0";"0";"0";"39.4";"69";"1.7";"13";"A";"A";"A";"A"
"1H";"2021-04-30T12:00:00Z";"2021-04-30T13:00:00Z";"9.1";"12.2";"6901";"11.7";"9.8";"18.7";"21.5";"0";"0";"0";"37.1";"55";"1.4";"13.3";"A";"A";"A";"A"
"1H";"2021-04-30T13:00:00Z";"2021-04-30T14:00:00Z";"9.1";"12";"7157";"10.2";"11.1";"21.2";"21.3";"0";"0";"0";"42.2";"132";"1.6";"12.8";"A";"A";"A";"A"
"1H";"2021-04-30T14:00:00Z";"2021-04-30T15:00:00Z";"8.9";"11.8";"6132";"14.3";"10.4";"19.8";"24.7";"0";"0";"0";"48.3";"78";"0.7";"11.7";"A";"A";"A";"A"
"1H";"2021-04-30T15:00:00Z";"2021-04-30T16:00:00Z";"8.7";"11";"6873";"12.7";"8.9";"17";"21.6";"0";"0";"0";"56.2";"106";"1.2";"10.2";"A";"A";"A";"A"
"1H";"2021-04-30T16:00:00Z";"2021-04-30T17:00:00Z";"8.2";"10.5";"5499";"15.5";"9.4";"18";"25";"0";"0";"0";"58.6";"174";"2.9";"9.6";"A";"A";"A";"A"
"1H";"2021-04-30T17:00:00Z";"2021-04-30T18:00:00Z";"8.5";"11";"5169";"14.1";"10.2";"19.5";"24.4";"0";"0";"0";"63.9";"192";"2.8";"8.8";"A";"A";"A";"A"
"1H";"2021-04-30T18:00:00Z";"2021-04-30T19:00:00Z";"9.1";"11.6";"8618";"18";"12.3";"23.4";"30.2";"0";"0";"0";"65.7";"174";"2";"8.5";"A";"A";"A";"A"
"1H";"2021-04-30T19:00:00Z";"2021-04-30T20:00:00Z";"9.2";"12";"9886";"22.5";"16.7";"31.9";"39.2";"0";"0";"0";"66";"157";"1.5";"8.3";"A";"A";"A";"A"
"1H";"2021-04-30T20:00:00Z";"2021-04-30T21:00:00Z";"10.4";"13.2";"9435";"22.4";"16";"30.5";"38.4";"0";"0";"0";"67.4";"121";"0.6";"7.7";"A";"A";"A";"A"
"1H";"2021-04-30T21:00:00Z";"2021-04-30T22:00:00Z";"11.2";"13.3";"8988";"22.4";"16.6";"31.7";"39";"0";"0";"0";"74.8";"129";"1.4";"7.2";"A";"A";"A";"A"
"1H";"2021-04-30T22:00:00Z";"2021-04-30T23:00:00Z";"9.4";"10.8";"7966";"20.9";"14.1";"26.9";"35";"0";"0";"0";"80.6";"148";"2";"6.4";"A";"A";"A";"A"
"1H";"2021-04-30T23:00:00Z";"2021-05-01T00:00:00Z";"10.4";"11.6";"7020";"18.5";"11.9";"22.8";"30.4";"0";"0";"0";"83.3";"157";"1.1";"6";"A";"A";"A";"A"
"1H";"2021-05-01T00:00:00Z";"2021-05-01T01:00:00Z";"10.7";"11.9";"6548";"15.7";"13.1";"25";"28.8";"0";"0";"0";"85.4";"172";"1.9";"5.8";"A";"A";"A";"A"
"1H";"2021-05-01T01:00:00Z";"2021-05-01T02:00:00Z";"12";"13";"5908";"16.3";"11.5";"21.9";"27.8";"0";"0";"0";"87";"172";"1.1";"5.8";"A";"A";"A";"A"
"1H";"2021-05-01T02:00:00Z";"2021-05-01T03:00:00Z";"11";"11.8";"5392";"12.5";"8.9";"17";"21.4";"0";"0";"0";"86.9";"165";"1.3";"5.9";"A";"A";"A";"A"
"1H";"2021-05-01T03:00:00Z";"2021-05-01T04:00:00Z";"9.9";"10.8";"5286";"13.6";"8.3";"15.9";"21.9";"0";"0";"0";"86";"164";"1";"6";"A";"A";"A";"A"
"1H";"2021-05-01T04:00:00Z";"2021-05-01T05:00:00Z";"11.1";"12.7";"8102";"20.3";"15.1";"28.8";"35.3";"0";"0";"0";"86.2";"159";"0.8";"6.1";"A";"A";"A";"A"
"1H";"2021-05-01T05:00:00Z";"2021-05-01T06:00:00Z";"14.4";"15.9";"6264";"19.4";"13.2";"25.3";"32.6";"0";"0";"0";"83.1";"140";"1";"7.1";"A";"A";"A";"A"
