MeanValueType;StartUtc;EndUtc;PM2_5;PM10;PN;NO;NO2;NO2_Microgram;NOx;BC;BC_FF;BC_WB;RH;WD;WS;Temp;PM2_5Index;PM10Index;NO2Index;CphIndex
"1H";"2021-04-25T22:00:00Z";"2021-04-25T23:00:00Z";"3.5";"7.8";"8171";"1.7";"10.8";"20.7";"12.5";"0";"0";"0";"61.6";"320";"2.3";"4.2";"A";"A";"A";"A"
"1H";"2021-04-25T23:00:00Z";"2021-04-26T00:00:00Z";"3.2";"6.4";"8799";"1.5";"8.5";"16.3";"10";"0";"0";"0";"63.1";"311";"1.8";"3.7";"A";"A";"A";"A"
"1H";"2021-04-26T00:00:00Z";"2021-04-26T01:00:00Z";"3.5";"6.3";"8097";"2.1";"9.2";"17.5";"11.3";"0";"0";"0";"66.1";"307";"2";"2.6";"A";"A";"A";"A"
"1H";"2021-04-26T01:00:00Z";"2021-04-26T02:00:00Z";"3.8";"8.5";"10651";"3.5";"8.4";"16";"11.8";"0";"0";"0";"68.1";"311";"1.8";"2.3";"A";"A";"A";"A"
"1H";"2021-04-26T02:00:00Z";"2021-04-26T03:00:00Z";"3.5";"7.5";"8536";"4.3";"9";"17.2";"13.3";"0";"0";"0";"69.2";"304";"1.5";"2.5";"A";"A";"A";"A"
"1H";"2021-04-26T03:00:00Z";"2021-04-26T04:00:00Z";"5.6";"15.6";"10327";"11.2";"20.8";"39.7";"32";"0";"0";"0";"71.3";"360";"0.9";"3.1";"A";"A";"A";"A"
"1H";"2021-04-26T04:00:00Z";"2021-04-26T05:00:00Z";"3.9";"7.7";"13016";"14.3";"20.7";"39.6";"35";"0";"0";"0";"75.2";"196";"0.6";"3.1";"A";"A";"A";"A"
"1H";"2021-04-26T05:00:00Z";"2021-04-26T06:00:00Z";"2.5";"3.1";"10515";"15.6";"20.9";"40";"36.5";"0";"0";"0";"83.5";"281";"2.3";"3.2";"A";"A";"A";"A"
"1H";"2021-04-26T06:00:00Z";"2021-04-26T07:00:00Z";"2.2";"5.2";"5979";"7.1";"12.6";"24.2";"19.8";"0";"0";"0";"69.1";"290";"3.3";"4.7";"A";"A";"A";"A"
"1H";"2021-04-26T07:00:00Z";"2021-04-26T08:00:00Z";"3";"10.3";"6367";"6.6";"12.3";"23.5";"18.9";"0";"0";"0";"62.5";"308";"4.8";"5.4";"A";"A";"A";"A"
"1H";"2021-04-26T08:00:00Z";"2021-04-26T09:00:00Z";"6.7";"38.3";"4458";"6.6";"8.1";"15.5";"14.7";"0";"0";"0";"49";"312";"2.2";"6.2";"A";"B";"A";"B"
"1H";"2021-04-26T09:00:00Z";"2021-04-26T10:00:00Z";"1.9";"3.6";"6400";"14.2";"13.8";"26.3";"28";"0";"0";"0";"71.1";"279";"2.5";"5";"A";"A";"A";"A"
"1H";"2021-04-26T10:00:00Z";"2021-04-26T11:00:00Z";"12.3";"69.4";"8225";"5.7";"12.1";"23.2";"17.8";"0";"0";"0";"52.6";"156";"1.9";"7";"A";"D";"A";"D"
"1H";"2021-04-26T11:00:00Z";"2021-04-26T12:00:00Z";"2.8";"10.7";"10225";"6.6";"12.3";"23.5";"18.9";"0";"0";"0";"48";"176";"1.1";"7.5";"A";"A";"A";"A"
"1H";"2021-04-26T12:00:00Z";"2021-04-26T13:00:00Z";"4.2";"21";"9373";"4.7";"10.8";"20.7";"15.5";"0";"0";"0";"41.7";"309";"2.9";"8.2";"A";"B";"A";"B"
"1H";"2021-04-26T13:00:00Z";"2021-04-26T14:00:00Z";"2";"6.5";"6481";"5.9";"9.7";"18.5";"15.6";"0";"0";"0";"34.5";"339";"3.6";"8.7";"A";"A";"A";"A"
"1H";"2021-04-26T14:00:00Z";"2021-04-26T15:00:00Z";"1.7";"3.7";"6150";"3.1";"7";"13.3";"10.1";"0";"0";"0";"32.6";"325";"3.5";"9";"A";"A";"A";"A"
"1H";"2021-04-26T15:00:00Z";"2021-04-26T16:00:00Z";"1.7";"3.8";"6827";"5.1";"8.1";"15.5";"13.2";"0";"0";"0";"32.3";"321";"4.3";"9.3";"A";"A";"A";"A"
"1H";"2021-04-26T16:00:00Z";"2021-04-26T17:00:00Z";"1.7";"3.1";"6108";"4.4";"5.7";"10.9";"10.2";"0";"0";"0";"33.9";"325";"3.8";"8.5";"A";"A";"A";"A"
"1H";"2021-04-26T17:00:00Z";"2021-04-26T18:00:00Z";"1.6";"2.8";"5418";"6.6";"6.8";"13";"13.4";"0";"0";"0";"34.1";"318";"3.2";"7.9";"A";"A";"A";"A"
"1H";"2021-04-26T18:00:00Z";"2021-04-26T19:00:00Z";"2.8";"4.1";"6783";"11";"13.4";"25.6";"24.4";"0";"0";"0";"37.4";"352";"2.7";"6.8";"A";"A";"A";"A"
"1H";"2021-04-26T19:00:00Z";"2021-04-26T20:00:00Z";"2.8";"4.5";"10320";"9.6";"17.4";"33.3";"27";"0";"0";"0";"43.9";"346";"2";"5.7";"A";"A";"A";"A"
"1H";"2021-04-26T20:00:00Z";"2021-04-26T21:00:00Z";"3.2";"5.6";"9581";"5.3";"18.3";"35.1";"23.6";"0";"0";"0";"53";"324";"1.5";"4.7";"A";"A";"A";"A"
"1H";"2021-04-26T21:00:00Z";"2021-04-26T22:00:00Z";"3.4";"6.1";"10921";"4.6";"20.8";"39.8";"25.5";"0";"0";"0";"58";"301";"0.9";"4.3";"A";"A";"A";"A"
"1H";"2021-04-26T22:00:00Z";"2021-04-26T23:00:00Z";"3.6";"5.9";"9470";"4.7";"20";"38.2";"24.6";"0";"0";"0";"61.4";"294";"0.8";"3.8";"A";"A";"A";"A"
"1H";"2021-04-26T23:00:00Z";"2021-04-27T00:00:00Z";"3.8";"5.8";"10938";"5";"18";"34.3";"23";"0";"0";"0";"65";"282";"0.7";"2.9";"A";"A";"A";"A"
"1H";"2021-04-27T00:00:00Z";"2021-04-27T01:00:00Z";"5.4";"7.4";"9035";"4.3";"14";"26.8";"18.4";"0";"0";"0";"67.4";"290";"0.8";"2.2";"A";"A";"A";"A"
"1H";"2021-04-27T01:00:00Z";"2021-04-27T02:00:00Z";"5.7";"8.1";"7845";"4.8";"14.3";"27.3";"19.1";"0";"0";"0";"71.2";"300";"1.1";"1.3";"A";"A";"A";"A"
"1H";"2021-04-27T02:00:00Z";"2021-04-27T03:00:00Z";"6";"9.7";"9890";"7.2";"18.5";"35.4";"25.7";"0";"0";"0";"73.4";"287";"1";"1.1";"A";"A";"A";"A"
"1H";"2021-04-27T03:00:00Z";"2021-04-27T04:00:00Z";"7.5";"11.1";"15048";"18.8";"26.8";"51.2";"45.6";"0";"0";"0";"75.2";"284";"1.1";"1";"A";"A";"B";"B"
"1H";"2021-04-27T04:00:00Z";"2021-04-27T05:00:00Z";"9.1";"14.8";"19283";"38.7";"30.4";"58.2";"69.1";"0";"0";"0";"76.3";"291";"0.9";"2";"A";"A";"B";"B"
"1H";"2021-04-27T05:00:00Z";"2021-04-27T06:00:00Z";"9.5";"26";"20572";"38";"30.4";"58.2";"68.4";"0";"0";"0";"70.9";"289";"1";"4.2";"A";"B";"B";"B"
"1H";"2021-04-27T06:00:00Z";"2021-04-27T07:00:00Z";"5.7";"14.2";"12749";"20.9";"22.6";"43.3";"43.5";"0";"0";"0";"67.3";"309";"1.2";"5.7";"A";"A";"B";"B"
"1H";"2021-04-27T07:00:00Z";"2021-04-27T08:00:00Z";"6.8";"38.1";"8510";"14.2";"15.6";"29.8";"29.7";"0";"0";"0";"57.3";"355";"1.6";"7.1";"A";"B";"A";"B"
"1H";"2021-04-27T08:00:00Z";"2021-04-27T09:00:00Z";"4.4";"13.8";"8229";"11.9";"12.6";"24";"24.4";"0";"0";"0";"55.2";"25";"1.5";"7.9";"A";"A";"A";"A"
"1H";"2021-04-27T09:00:00Z";"2021-04-27T10:00:00Z";"3";"9.4";"5355";"6";"7.5";"14.4";"13.5";"0";"0";"0";"36.2";"36";"1.8";"8.7";"A";"A";"A";"A"
"1H";"2021-04-27T10:00:00Z";"2021-04-27T11:00:00Z";"4.9";"27";"7056";"9.6";"9.8";"18.7";"19.4";"0";"0";"0";"31.8";"93";"2";"10.4";"A";"B";"A";"B"
"1H";"2021-04-27T11:00:00Z";"2021-04-27T12:00:00Z";"4.6";"22.2";"6464";"12.4";"9.3";"17.8";"21.7";"0";"0";"0";"30.4";"126";"2.2";"11.1";"A";"B";"A";"B"
"1H";"2021-04-27T12:00:00Z";"2021-04-27T13:00:00Z";"5.1";"25.5";"8250";"19.2";"14.3";"27.4";"33.5";"0";"0";"0";"31.2";"124";"3.2";"12.4";"A";"B";"A";"B"
"1H";"2021-04-27T13:00:00Z";"2021-04-27T14:00:00Z";"3.3";"13.2";"8979";"26.8";"18.3";"35";"45.1";"0";"0";"0";"29.6";"124";"3.2";"13.1";"A";"A";"A";"A"
"1H";"2021-04-27T14:00:00Z";"2021-04-27T15:00:00Z";"2.5";"7.6";"6458";"16.6";"15.2";"29";"31.8";"0";"0";"0";"29.8";"115";"2.9";"12.4";"A";"A";"A";"A"
"1H";"2021-04-27T15:00:00Z";"2021-04-27T16:00:00Z";"2.7";"8.9";"5910";"14.4";"11.7";"22.3";"26.1";"0";"0";"0";"26.7";"114";"2.4";"11.8";"A";"A";"A";"A"
"1H";"2021-04-27T16:00:00Z";"2021-04-27T17:00:00Z";"2.6";"6.3";"5746";"10.7";"10.3";"19.6";"20.9";"0";"0";"0";"23.9";"161";"2.2";"11";"A";"A";"A";"A"
"1H";"2021-04-27T17:00:00Z";"2021-04-27T18:00:00Z";"3.1";"6.3";"4953";"13";"12.6";"24.2";"25.6";"0";"0";"0";"24.7";"179";"2.5";"9.9";"A";"A";"A";"A"
"1H";"2021-04-27T18:00:00Z";"2021-04-27T19:00:00Z";"3.7";"7.4";"5628";"11.7";"11.8";"22.5";"23.5";"0";"0";"0";"27.1";"170";"2";"8.3";"A";"A";"A";"A"
"1H";"2021-04-27T19:00:00Z";"2021-04-27T20:00:00Z";"7";"12.4";"7802";"17.7";"18.6";"35.6";"36.3";"0";"0";"0";"45.8";"167";"1.3";"7.3";"A";"A";"A";"A"
"1H";"2021-04-27T20:00:00Z";"2021-04-27T21:00:00Z";"6.6";"11.6";"11549";"11.9";"24.5";"46.8";"36.4";"0";"0";"0";"52";"157";"0.8";"6.7";"A";"A";"B";"B"
"1H";"2021-04-27T21:00:00Z";"2021-04-27T22:00:00Z";"9.2";"16.7";"14265";"9.9";"30";"57.3";"39.8";"0";"0";"0";"60.6";"304";"0.4";"5.7";"A";"A";"B";"B"
"1H";"2021-04-27T22:00:00Z";"2021-04-27T23:00:00Z";"9.8";"17.1";"10881";"7.9";"26.8";"51.2";"34.7";"0";"0";"0";"66";"354";"0.5";"5";"A";"A";"B";"B"
"1H";"2021-04-27T23:00:00Z";"2021-04-28T00:00:00Z";"10.2";"16.6";"15333";"0";"0";"0";"0";"0";"0";"0";"67.8";"0";"0";"4.3";"A";"A";"NotAvailable";"A"
"1H";"2021-04-28T00:00:00Z";"2021-04-28T01:00:00Z";"10.6";"17.5";"10875";"0";"0";"0";"0";"0";"0";"0";"70.9";"95";"0.8";"3.7";"A";"A";"NotAvailable";"A"
"1H";"2021-04-28T01:00:00Z";"2021-04-28T02:00:00Z";"10.5";"14";"16056";"13.9";"25.8";"49.4";"39.8";"0";"0";"0";"74.9";"103";"0.6";"3.6";"A";"A";"B";"B"
"1H";"2021-04-28T02:00:00Z";"2021-04-28T03:00:00Z";"11.1";"14.6";"6981";"9";"20.6";"39.4";"29.6";"0";"0";"0";"82.2";"119";"1.3";"3.4";"A";"A";"A";"A"
"1H";"2021-04-28T03:00:00Z";"2021-04-28T04:00:00Z";"14.8";"21.5";"16729";"21.8";"31.5";"60.2";"53.2";"0";"0";"0";"81.5";"114";"1.3";"3.6";"A";"B";"B";"B"
"1H";"2021-04-28T04:00:00Z";"2021-04-28T05:00:00Z";"15.5";"29.3";"18485";"41.6";"39.3";"75.1";"80.9";"0";"0";"0";"76.9";"118";"1.1";"4.9";"A";"B";"B";"B"
"1H";"2021-04-28T05:00:00Z";"2021-04-28T06:00:00Z";"11.5";"36.4";"14601";"34.3";"36.2";"69.3";"70.6";"0";"0";"0";"62.1";"116";"0.8";"7.3";"A";"B";"B";"B"
"1H";"2021-04-28T06:00:00Z";"2021-04-28T07:00:00Z";"9";"30.6";"9028";"25.4";"25.2";"48.3";"50.7";"0";"0";"0";"52.4";"122";"1.5";"8.2";"A";"B";"B";"B"
"1H";"2021-04-28T07:00:00Z";"2021-04-28T08:00:00Z";"7.9";"31.7";"6902";"18.3";"17.4";"33.2";"35.7";"0";"0";"0";"44.3";"126";"2";"9";"A";"B";"A";"B"
"1H";"2021-04-28T08:00:00Z";"2021-04-28T09:00:00Z";"7.3";"20.8";"7446";"12.8";"16.9";"32.3";"29.7";"0";"0";"0";"43.1";"127";"2.4";"9.2";"A";"B";"A";"B"
"1H";"2021-04-28T09:00:00Z";"2021-04-28T10:00:00Z";"8.9";"31";"9521";"18.4";"19.1";"36.5";"37.5";"0";"0";"0";"42.3";"108";"2.5";"10.2";"A";"B";"A";"B"
"1H";"2021-04-28T10:00:00Z";"2021-04-28T11:00:00Z";"9.2";"37.9";"8948";"8.4";"13.3";"25.3";"21.6";"0";"0";"0";"41.3";"129";"3.3";"11.9";"A";"B";"A";"B"
"1H";"2021-04-28T11:00:00Z";"2021-04-28T12:00:00Z";"9";"32.7";"7291";"7.8";"11.8";"22.5";"19.6";"0";"0";"0";"41";"141";"3";"12.7";"A";"B";"A";"B"
"1H";"2021-04-28T12:00:00Z";"2021-04-28T13:00:00Z";"13.7";"41.5";"7749";"14.1";"16.1";"30.9";"30.3";"0";"0";"0";"33.1";"130";"4.2";"13.5";"A";"C";"A";"C"
"1H";"2021-04-28T13:00:00Z";"2021-04-28T14:00:00Z";"13.8";"37.8";"7194";"15.8";"16.2";"31";"32.1";"0";"0";"0";"29.6";"122";"4";"13.7";"A";"B";"A";"B"
"1H";"2021-04-28T14:00:00Z";"2021-04-28T15:00:00Z";"8.2";"18.8";"8560";"21.5";"18.4";"35.2";"39.9";"0";"0";"0";"29";"124";"4.1";"13.2";"A";"A";"A";"A"
"1H";"2021-04-28T15:00:00Z";"2021-04-28T16:00:00Z";"9.5";"20.8";"5268";"11.4";"15.2";"29.1";"26.6";"0";"0";"0";"30.1";"137";"3.6";"13.3";"A";"B";"A";"B"
"1H";"2021-04-28T16:00:00Z";"2021-04-28T17:00:00Z";"9.6";"16.9";"5837";"8.2";"12.8";"24.5";"21";"0";"0";"0";"34.9";"134";"3.3";"11.9";"A";"A";"A";"A"
"1H";"2021-04-28T17:00:00Z";"2021-04-28T18:00:00Z";"11.2";"20.1";"7016";"9.2";"13.1";"25.1";"22.3";"0";"0";"0";"37.3";"125";"2.6";"11.2";"A";"B";"A";"B"
"1H";"2021-04-28T18:00:00Z";"2021-04-28T19:00:00Z";"11.1";"19.6";"7226";"10.4";"16.4";"31.3";"26.8";"0";"0";"0";"44";"87";"1.3";"10.3";"A";"A";"A";"A"
"1H";"2021-04-28T19:00:00Z";"2021-04-28T20:00:00Z";"11.6";"19.1";"6297";"7.4";"12";"23";"19.5";"0";"0";"0";"47.8";"68";"0.9";"9.8";"A";"A";"A";"A"
"1H";"2021-04-28T20:00:00Z";"2021-04-28T21:00:00Z";"12.2";"19.4";"5753";"6.2";"8.2";"15.8";"14.5";"0";"0";"0";"46.7";"94";"1.5";"9";"A";"A";"A";"A"
"1H";"2021-04-28T21:00:00Z";"2021-04-28T22:00:00Z";"13.2";"18.6";"4345";"2.1";"6.2";"11.8";"8.3";"0";"0";"0";"54.3";"109";"2.4";"7.8";"A";"A";"A";"A"
"1H";"2021-04-28T22:00:00Z";"2021-04-28T23:00:00Z";"12.7";"17.1";"4146";"1.6";"7.5";"14.3";"9.1";"0";"0";"0";"60.7";"99";"1.5";"7.5";"A";"A";"A";"A"
"1H";"2021-04-28T23:00:00Z";"2021-04-29T00:00:00Z";"11.5";"14.9";"3377";"2.2";"6.6";"12.6";"8.8";"0";"0";"0";"64.9";"78";"1.6";"6.8";"A";"A";"A";"A"
"1H";"2021-04-29T00:00:00Z";"2021-04-29T01:00:00Z";"10.7";"12.9";"2830";"0.6";"5.2";"9.9";"5.8";"0";"0";"0";"66.9";"69";"2.2";"6.6";"A";"A";"A";"A"
"1H";"2021-04-29T01:00:00Z";"2021-04-29T02:00:00Z";"12.3";"14.1";"3200";"0.5";"4.8";"9.1";"5.3";"0";"0";"0";"72.6";"68";"1.5";"6.4";"A";"A";"A";"A"
"1H";"2021-04-29T02:00:00Z";"2021-04-29T03:00:00Z";"13.8";"15.4";"3353";"0.6";"4.1";"7.9";"4.7";"0";"0";"0";"75.9";"57";"1.5";"6.1";"A";"A";"A";"A"
"1H";"2021-04-29T03:00:00Z";"2021-04-29T04:00:00Z";"14.3";"16.5";"3580";"1.6";"5.8";"11.1";"7.4";"0";"0";"0";"77";"65";"2";"5.9";"A";"A";"A";"A"
"1H";"2021-04-29T04:00:00Z";"2021-04-29T05:00:00Z";"12.7";"17";"5005";"4.8";"9.6";"18.3";"14.3";"0";"0";"0";"74.7";"59";"2.4";"6.1";"A";"A";"A";"A"
"1H";"2021-04-29T05:00:00Z";"2021-04-29T06:00:00Z";"13.2";"30.5";"5417";"8.2";"11.1";"21.1";"19.3";"0";"0";"0";"73.6";"69";"2.4";"6.5";"A";"B";"A";"B"
"1H";"2021-04-29T06:00:00Z";"2021-04-29T07:00:00Z";"12.8";"26.6";"5057";"10.3";"10.5";"20.1";"20.8";"0";"0";"0";"70.6";"68";"2.3";"7.1";"A";"B";"A";"B"
"1H";"2021-04-29T07:00:00Z";"2021-04-29T08:00:00Z";"12.2";"22.1";"4378";"6.9";"7.5";"14.3";"14.4";"0";"0";"0";"66.7";"47";"2.6";"7.6";"A";"B";"A";"B"
"1H";"2021-04-29T08:00:00Z";"2021-04-29T09:00:00Z";"12.3";"22.1";"3951";"6.3";"6";"11.5";"12.3";"0";"0";"0";"61.8";"41";"3.8";"8.6";"A";"B";"A";"B"
"1H";"2021-04-29T09:00:00Z";"2021-04-29T10:00:00Z";"13.2";"22";"5082";"7.1";"8.8";"16.9";"16";"0";"0";"0";"59.4";"44";"4";"9.6";"A";"B";"A";"B"
"1H";"2021-04-29T10:00:00Z";"2021-04-29T11:00:00Z";"14.8";"27";"4406";"8.8";"8.7";"16.6";"17.4";"0";"0";"0";"52.8";"44";"3.9";"10.9";"A";"B";"A";"B"
"1H";"2021-04-29T11:00:00Z";"2021-04-29T12:00:00Z";"16";"27.5";"5631";"8.6";"8.8";"16.9";"17.5";"0";"0";"0";"49.8";"68";"2.9";"11.5";"A";"B";"A";"B"
"1H";"2021-04-29T12:00:00Z";"2021-04-29T13:00:00Z";"18.5";"38.1";"7875";"14";"13.5";"25.9";"27.5";"0";"0";"0";"50.1";"80";"2.7";"12";"A";"B";"A";"B"
"1H";"2021-04-29T13:00:00Z";"2021-04-29T14:00:00Z";"19";"36.1";"6465";"15.2";"15.9";"30.4";"31";"0";"0";"0";"47.4";"56";"2.7";"12.6";"A";"B";"A";"B"
"1H";"2021-04-29T14:00:00Z";"2021-04-29T15:00:00Z";"19.8";"33.9";"5719";"12.1";"13.8";"26.4";"25.9";"0";"0";"0";"48.8";"99";"2.4";"12.3";"A";"B";"A";"B"
"1H";"2021-04-29T15:00:00Z";"2021-04-29T16:00:00Z";"21";"29.7";"7278";"15";"16.4";"31.4";"31.5";"0";"0";"0";"58.5";"75";"3";"11";"B";"B";"A";"B"
"1H";"2021-04-29T16:00:00Z";"2021-04-29T17:00:00Z";"21.6";"24.3";"6588";"7.9";"10.7";"20.4";"18.6";"0";"0";"0";"81";"86";"3.3";"8.3";"B";"B";"A";"B"
"1H";"2021-04-29T17:00:00Z";"2021-04-29T18:00:00Z";"20.6";"22.4";"6148";"6.9";"11";"21.1";"17.9";"0";"0";"0";"86.3";"91";"3";"7.7";"B";"B";"A";"B"
"1H";"2021-04-29T18:00:00Z";"2021-04-29T19:00:00Z";"21";"22.8";"4430";"6.7";"8.9";"16.9";"15.5";"0";"0";"0";"86.7";"60";"2.6";"7.4";"B";"B";"A";"B"
"1H";"2021-04-29T19:00:00Z";"2021-04-29T20:00:00Z";"21.3";"22.3";"3753";"1.6";"6.2";"11.9";"7.8";"0";"0";"0";"86.5";"54";"2.5";"7.3";"B";"B";"A";"B"
"1H";"2021-04-29T20:00:00Z";"2021-04-29T21:00:00Z";"19.4";"20.2";"3675";"1.1";"5.1";"9.8";"6.3";"0";"0";"0";"85.5";"54";"3.2";"7";"A";"B";"A";"B"
"1H";"2021-04-29T21:00:00Z";"2021-04-29T22:00:00Z";"17.9";"18.7";"3031";"0.9";"4.7";"8.9";"5.5";"0";"0";"0";"84.8";"45";"3.4";"6.7";"A";"A";"A";"A"
"1H";"2021-04-29T22:00:00Z";"2021-04-29T23:00:00Z";"16.9";"17.6";"2826";"0.5";"4.2";"8";"4.7";"0";"0";"0";"84.4";"41";"3.7";"6.6";"A";"A";"A";"A"
"1H";"2021-04-29T23:00:00Z";"2021-04-30T00:00:00Z";"14.9";"15.8";"3283";"0.9";"5.7";"10.9";"6.6";"0";"0";"0";"84.8";"43";"3.3";"6.4";"A";"A";"A";"A"
"1H";"2021-04-30T00:00:00Z";"2021-04-30T01:00:00Z";"13.3";"14.5";"2984";"0.8";"4.3";"8.2";"5.1";"0";"0";"0";"84.3";"29";"2.9";"6.4";"A";"A";"A";"A"
"1H";"2021-04-30T01:00:00Z";"2021-04-30T02:00:00Z";"11.2";"12.4";"2564";"0.6";"3.8";"7.2";"4.4";"0";"0";"0";"82.4";"24";"3.1";"6.4";"A";"A";"A";"A"
"1H";"2021-04-30T02:00:00Z";"2021-04-30T03:00:00Z";"9.7";"10.9";"2400";"0.4";"3.8";"7.3";"4.2";"0";"0";"0";"78.2";"18";"2.7";"6.4";"A";"A";"A";"A"
"1H";"2021-04-30T03:00:00Z";"2021-04-30T04:00:00Z";"8.5";"9.6";"2337";"0.6";"4.5";"8.7";"5.1";"0";"0";"0";"75.6";"5";"2.6";"6.3";"A";"A";"A";"A"
"1H";"2021-04-30T04:00:00Z";"2021-04-30T05:00:00Z";"6.4";"7.5";"2947";"1.3";"6.6";"12.6";"7.9";"0";"0";"0";"72.8";"359";"2.6";"6";"A";"A";"A";"A"
"1H";"2021-04-30T05:00:00Z";"2021-04-30T06:00:00Z";"4.4";"5.4";"2117";"1.3";"5.2";"9.9";"6.5";"0";"0";"0";"63.6";"11";"2.3";"6.6";"A";"A";"A";"A"
"1H";"2021-04-30T06:00:00Z";"2021-04-30T07:00:00Z";"4.2";"5.5";"2081";"1";"3.5";"6.7";"4.5";"0";"0";"0";"59.1";"22";"2.8";"6.8";"A";"A";"A";"A"
"1H";"2021-04-30T07:00:00Z";"2021-04-30T08:00:00Z";"4.1";"6";"2365";"1.4";"4.5";"8.7";"6";"0";"0";"0";"55";"26";"2.7";"7.8";"A";"A";"A";"A"
"1H";"2021-04-30T08:00:00Z";"2021-04-30T09:00:00Z";"4.9";"7.2";"3603";"2.3";"5.5";"10.5";"7.8";"0";"0";"0";"52.3";"26";"2.5";"9";"A";"A";"A";"A"
"1H";"2021-04-30T09:00:00Z";"2021-04-30T10:00:00Z";"6.1";"8.7";"8167";"3.5";"6.9";"13.2";"10.4";"0";"0";"0";"48.1";"3";"2";"10.1";"A";"A";"A";"A"
"1H";"2021-04-30T10:00:00Z";"2021-04-30T11:00:00Z";"7";"9.8";"8011";"4.2";"7.4";"14.2";"11.6";"0";"0";"0";"43.2";"14";"1.6";"11.6";"A";"A";"A";"A"
"1H";"2021-04-30T11:00:00Z";"2021-04-30T12:00:00Z";"7.3";"10";"5354";"2.7";"6.1";"11.6";"8.8";"0";"0";"0";"38.4";"69";"1.7";"12.8";"A";"A";"A";"A"
"1H";"2021-04-30T12:00:00Z";"2021-04-30T13:00:00Z";"8.3";"11.8";"6753";"9.4";"12";"23";"21.4";"0";"0";"0";"40.3";"55";"1.4";"12.5";"A";"A";"A";"A"
"1H";"2021-04-30T13:00:00Z";"2021-04-30T14:00:00Z";"8.7";"12.4";"6968";"13.7";"15.6";"29.8";"29.3";"0";"0";"0";"41.7";"132";"1.6";"12.5";"A";"A";"A";"A"
"1H";"2021-04-30T14:00:00Z";"2021-04-30T15:00:00Z";"8.5";"12.9";"6373";"12.9";"13.7";"26.2";"26.6";"0";"0";"0";"46.9";"78";"0.7";"11.7";"A";"A";"A";"A"
"1H";"2021-04-30T15:00:00Z";"2021-04-30T16:00:00Z";"8.1";"13.8";"6475";"11.4";"9.3";"17.9";"20.8";"0";"0";"0";"56.7";"106";"1.2";"10.2";"A";"A";"A";"A"
"1H";"2021-04-30T16:00:00Z";"2021-04-30T17:00:00Z";"7.7";"12.2";"5883";"11.2";"8.8";"16.8";"20";"0";"0";"0";"59.1";"174";"2.9";"9.6";"A";"A";"A";"A"
"1H";"2021-04-30T17:00:00Z";"2021-04-30T18:00:00Z";"7.7";"10";"6258";"12.1";"10.3";"19.7";"22.4";"0";"0";"0";"63.4";"192";"2.8";"8.9";"A";"A";"A";"A"
"1H";"2021-04-30T18:00:00Z";"2021-04-30T19:00:00Z";"8.3";"11.8";"8244";"18.3";"16.9";"32.2";"35.2";"0";"0";"0";"65.9";"174";"2";"8.6";"A";"A";"A";"A"
"1H";"2021-04-30T19:00:00Z";"2021-04-30T20:00:00Z";"7.8";"10.9";"7080";"16";"13.7";"26.2";"29.7";"0";"0";"0";"65.6";"157";"1.5";"8.1";"A";"A";"A";"A"
"1H";"2021-04-30T20:00:00Z";"2021-04-30T21:00:00Z";"9";"12.7";"10210";"22.6";"18.9";"36.2";"41.6";"0";"0";"0";"67.3";"121";"0.6";"7.7";"A";"A";"A";"A"
"1H";"2021-04-30T21:00:00Z";"2021-04-30T22:00:00Z";"10.4";"13.5";"10112";"16.3";"19.1";"36.5";"35.4";"0";"0";"0";"72.5";"129";"1.4";"7.2";"A";"A";"A";"A"
"1H";"2021-04-30T22:00:00Z";"2021-04-30T23:00:00Z";"9.4";"11.7";"8425";"13.2";"18.9";"36.2";"32.1";"0";"0";"0";"81.4";"148";"2";"6.3";"A";"A";"A";"A"
"1H";"2021-04-30T23:00:00Z";"2021-05-01T00:00:00Z";"9.6";"11";"7330";"4.5";"13.4";"25.7";"17.9";"0";"0";"0";"84.1";"157";"1.1";"5.9";"A";"A";"A";"A"
"1H";"2021-05-01T00:00:00Z";"2021-05-01T01:00:00Z";"9.2";"10.4";"6077";"3.7";"10.6";"20.3";"14.4";"0";"0";"0";"86.4";"172";"1.9";"5.8";"A";"A";"A";"A"
"1H";"2021-05-01T01:00:00Z";"2021-05-01T02:00:00Z";"11";"12.2";"6528";"3.1";"10.8";"20.7";"13.9";"0";"0";"0";"88.2";"172";"1.1";"5.8";"A";"A";"A";"A"
"1H";"2021-05-01T02:00:00Z";"2021-05-01T03:00:00Z";"9.6";"10.7";"5943";"3.5";"8.1";"15.5";"11.6";"0";"0";"0";"87.6";"165";"1.3";"5.9";"A";"A";"A";"A"
"1H";"2021-05-01T03:00:00Z";"2021-05-01T04:00:00Z";"8.8";"10";"5701";"3.3";"8.3";"15.9";"11.6";"0";"0";"0";"87.2";"164";"1";"6";"A";"A";"A";"A"
"1H";"2021-05-01T04:00:00Z";"2021-05-01T05:00:00Z";"10.3";"12.4";"5351";"7.8";"16.8";"32.2";"24.6";"0";"0";"0";"86.4";"159";"0.8";"6.3";"A";"A";"A";"A"
"1H";"2021-05-01T05:00:00Z";"2021-05-01T06:00:00Z";"11.4";"14.3";"7297";"9.6";"13.7";"26.2";"23.2";"0";"0";"0";"78.9";"140";"1";"7.9";"A";"A";"A";"A"
